region_id,geo_x,geo_y,area_km2,dfsar_cpr_mean,dfsar_cpr_median,dfsar_cpr_std,dfsar_valid_pct,dfsar_cov_mean,dfsar_valid,dfsar_cpr_class,minirf_s1_log_mean,minirf_s1_log_median,minirf_s1_log_std,minirf_valid_pct,minirf_cov_mean,minirf_valid,radar_flag
17,-141.87426900584978,45079.301169590646,0.106875,,,,0.0,0.0,False,no_data,0.062509,0.061463,0.006944,1.0,1.0,True,S1_ONLY
89,6105.210172744715,43861.20057581574,0.325625,0.210042,0.184327,0.098162,1.0,1.0,True,normal_low,0.114219,0.109979,0.020607,1.0,1.0,True,BOTH
122,-5710.533444816057,43871.57023411372,0.186875,,,,0.0,0.0,False,no_data,0.050387,0.049187,0.005604,1.0,1.0,True,S1_ONLY
123,-3357.1198224852124,43674.994575936886,1.2675,,,,0.0,0.0,False,no_data,0.049463,0.048784,0.004545,1.0,1.0,True,S1_ONLY
135,-6067.930555555555,43695.84722222222,0.225,,,,0.0,0.0,False,no_data,0.054699,0.051541,0.013576,1.0,1.0,True,S1_ONLY
169,-5700.386877828052,43399.93438914027,0.138125,,,,0.0,0.0,False,no_data,0.057102,0.05399,0.009385,1.0,1.0,True,S1_ONLY
210,10133.22881355932,43277.36440677966,0.184375,0.299573,0.272952,0.095339,1.0,1.0,True,normal_low,0.070897,0.069891,0.006077,1.0,1.0,True,BOTH
254,12680.028846153844,42787.08653846154,0.325,0.230982,0.199178,0.093086,1.0,1.0,True,normal_low,0.118579,0.107378,0.034195,1.0,1.0,True,BOTH
270,11350.879310344826,42607.137931034486,0.18125,0.423646,0.443276,0.201196,1.0,1.0,True,normal_low,0.069227,0.065707,0.011444,1.0,1.0,True,BOTH
292,11560.303237858032,42806.78891656289,0.501875,0.388239,0.36768,0.16521,1.0,1.0,True,normal_low,0.07619,0.072744,0.015314,1.0,1.0,True,BOTH
298,8201.940147329653,42644.23848987109,0.339375,0.241633,0.220309,0.123638,1.0,1.0,True,normal_low,0.115936,0.108654,0.039426,1.0,1.0,True,BOTH
362,11328.247433264893,41699.883983572894,0.304375,0.215355,0.200543,0.066382,1.0,1.0,True,normal_low,0.067486,0.067226,0.008612,1.0,1.0,True,BOTH
372,10602.79457364342,42080.151162790695,0.080625,0.214319,0.210095,0.038247,1.0,1.0,True,normal_low,0.058709,0.058141,0.003087,1.0,1.0,True,BOTH
417,-16035.041984732825,41551.454198473286,0.081875,,,,0.0,0.0,False,no_data,0.087918,0.082535,0.013295,1.0,1.0,True,S1_ONLY
426,10238.209677419356,41388.8870967742,0.096875,0.25924,0.266194,0.059453,1.0,1.0,True,normal_low,0.065332,0.065527,0.007655,1.0,1.0,True,BOTH
450,9250.436987584922,41776.37842586086,2.668125,0.276866,0.223871,0.14145,1.0,1.0,True,normal_low,0.136134,0.122642,0.063906,1.0,1.0,True,BOTH
493,3411.515503875969,40728.6007751938,0.080625,0.206363,0.20166,0.055485,1.0,1.0,True,normal_low,0.088961,0.091145,0.013324,1.0,1.0,True,BOTH
500,8656.826007326003,40971.56227106227,0.170625,0.238279,0.219393,0.07735,1.0,1.0,True,normal_low,0.090465,0.087364,0.016439,1.0,1.0,True,BOTH
501,12474.704081632648,40727.642857142855,0.153125,0.448962,0.43091,0.184155,1.0,1.0,True,normal_low,0.140005,0.14563,0.03747,1.0,1.0,True,BOTH
544,8764.9052443385,40507.085220500594,0.524375,0.238648,0.22513,0.092536,1.0,1.0,True,normal_low,0.160526,0.11426,0.146992,1.0,1.0,True,BOTH
557,3725.5989010989,40473.08241758242,0.284375,0.286285,0.28182,0.060889,1.0,1.0,True,normal_low,0.067682,0.059398,0.020975,1.0,1.0,True,BOTH
575,2376.929805615546,40258.49136069114,0.289375,0.341697,0.339058,0.049857,1.0,1.0,True,normal_low,0.072315,0.070822,0.008255,1.0,1.0,True,BOTH
590,4466.57317073171,40136.06910569106,0.15375,0.298982,0.294321,0.034177,1.0,1.0,True,normal_low,0.058466,0.058579,0.004009,1.0,1.0,True,BOTH
595,-1800.457627118638,40280.58474576271,0.36875,,,,0.0,0.0,False,no_data,0.057814,0.057188,0.005209,1.0,1.0,True,S1_ONLY
622,-18587.960815047023,39786.706896551725,0.199375,0.633535,0.635507,0.16378,1.0,1.0,True,typical,0.138489,0.137156,0.023677,1.0,1.0,True,BOTH
642,-2388.5376344086035,39931.81720430108,0.34875,,,,0.0,0.0,False,no_data,0.059728,0.059568,0.004675,1.0,1.0,True,S1_ONLY
646,10320.21428571429,39678.78571428571,0.21875,0.175765,0.166964,0.056831,1.0,1.0,True,normal_low,0.090747,0.081674,0.024828,1.0,1.0,True,BOTH
699,8819.950680272108,39399.05442176871,0.3675,0.194745,0.173872,0.066931,1.0,1.0,True,normal_low,0.113376,0.099033,0.043092,1.0,1.0,True,BOTH
701,14212.1893939394,39186.295454545456,0.0825,0.335535,0.319329,0.118704,1.0,1.0,True,normal_low,0.06964,0.07076,0.007287,1.0,1.0,True,BOTH
703,12271.229651162786,39013.79941860465,0.215,0.134169,0.133679,0.037074,0.813953,0.813953,True,normal_low,0.085663,0.081039,0.016101,1.0,1.0,True,BOTH
715,9409.156153050671,39060.76370217167,1.20875,0.203025,0.183263,0.075713,1.0,1.0,True,normal_low,0.072437,0.069039,0.022692,1.0,1.0,True,BOTH
718,6923.136363636368,39908.0,0.9625,0.36078,0.314598,0.135367,1.0,1.0,True,normal_low,0.073363,0.066996,0.020629,1.0,1.0,True,BOTH
749,13372.71428571429,38733.23809523809,0.42,0.168741,0.159396,0.044108,1.0,1.0,True,normal_low,0.088817,0.087405,0.012461,1.0,1.0,True,BOTH
759,-3865.272727272728,38748.606060606064,0.0825,,,,0.0,0.0,False,no_data,0.110082,0.109426,0.013901,1.0,1.0,True,S1_ONLY
766,-19382.98299319728,38874.64965986395,0.091875,0.437006,0.391114,0.156066,1.0,1.0,True,normal_low,0.130964,0.11772,0.048531,1.0,1.0,True,BOTH
773,-20351.198324022345,38631.64525139665,0.111875,0.325993,0.29307,0.122439,1.0,1.0,True,normal_low,0.127642,0.130316,0.016166,1.0,1.0,True,BOTH
804,13632.895522388062,38475.96641791045,0.1675,0.270598,0.225377,0.155699,1.0,1.0,True,normal_low,0.094938,0.092633,0.011697,1.0,1.0,True,BOTH
885,10219.03125,37972.375,0.08,0.231958,0.229356,0.057239,1.0,1.0,True,normal_low,0.096858,0.079802,0.029262,1.0,1.0,True,BOTH
886,10748.209677419356,37789.34408602151,0.58125,0.165595,0.16042,0.026706,0.069892,0.069892,False,normal_low,0.083289,0.07806,0.023163,1.0,1.0,True,S1_ONLY
902,-19308.46296296296,37788.09259259259,0.16875,0.344166,0.313112,0.14374,0.985185,0.985185,True,normal_low,0.160857,0.158263,0.020213,1.0,1.0,True,BOTH
910,-18970.7743902439,37647.45121951219,0.1025,0.243855,0.205365,0.083204,0.097561,0.097561,False,normal_low,0.164423,0.164504,0.016809,1.0,1.0,True,S1_ONLY
914,11557.485151933704,37346.76208563536,1.81,,,,0.0,0.0,False,no_data,0.078806,0.069253,0.031387,1.0,1.0,True,S1_ONLY
969,10127.78719723184,37610.79411764706,0.180625,0.205025,0.196536,0.02863,0.238754,0.238754,True,normal_low,0.087318,0.082527,0.013967,1.0,1.0,True,BOTH
977,7089.787769784176,37642.40647482014,0.17375,0.167407,0.166704,0.024869,1.0,1.0,True,normal_low,0.088924,0.085306,0.020097,1.0,1.0,True,BOTH
981,-2123.6164383561627,37592.62328767123,0.09125,0.266622,0.257071,0.036329,0.910959,0.910959,True,normal_low,0.097852,0.094268,0.011254,1.0,1.0,True,BOTH
1002,-19765.17889908257,37261.62385321101,0.13625,0.573725,0.511839,0.209008,1.0,1.0,True,typical,0.097172,0.092859,0.018653,1.0,1.0,True,BOTH
1047,2464.205882352937,37093.049019607846,0.159375,0.216432,0.229268,0.059553,1.0,1.0,True,normal_low,0.098941,0.098263,0.017307,1.0,1.0,True,BOTH
1048,6302.539832285118,36760.196016771486,0.59625,0.196649,0.178102,0.081745,1.0,1.0,True,normal_low,0.128178,0.123959,0.020195,1.0,1.0,True,BOTH
1057,-17650.86525974026,36985.280844155845,0.385,,,,0.0,0.0,False,no_data,0.076996,0.072798,0.018627,1.0,1.0,True,S1_ONLY
1072,15008.67721518987,36991.32278481012,0.09875,0.30398,0.218135,0.185783,1.0,1.0,True,normal_low,0.091357,0.090322,0.018126,1.0,1.0,True,BOTH
1076,9476.166666666664,36742.74489795919,0.459375,0.46851,0.454712,0.074924,0.029932,0.029932,False,normal_low,0.157938,0.148818,0.055722,1.0,1.0,True,S1_ONLY
1118,-21065.102272727272,36748.85227272727,0.275,0.440347,0.420285,0.112777,1.0,1.0,True,normal_low,0.105527,0.103435,0.016143,1.0,1.0,True,BOTH
1124,11146.511494252874,36711.41954022989,0.271875,,,,0.0,0.0,False,no_data,0.073227,0.067905,0.015084,1.0,1.0,True,S1_ONLY
1125,-20715.90404040404,36815.52525252525,0.12375,0.570811,0.567972,0.141339,1.0,1.0,True,typical,0.138609,0.129994,0.028005,1.0,1.0,True,BOTH
1131,15024.232620320858,36586.46256684492,0.23375,0.229899,0.208177,0.081465,1.0,1.0,True,normal_low,0.076921,0.069376,0.023237,1.0,1.0,True,BOTH
1133,-24768.31045751633,36139.797385620914,0.3825,0.275064,0.256458,0.097858,1.0,1.0,True,normal_low,0.06891,0.066647,0.009173,1.0,1.0,True,BOTH
1159,12855.984375,36758.703125,0.2,,,,0.0,0.0,False,no_data,0.073645,0.071341,0.011607,1.0,1.0,True,S1_ONLY
1173,3690.585271317832,36331.50775193799,0.080625,0.198776,0.191389,0.058746,1.0,1.0,True,normal_low,0.085073,0.086484,0.013566,1.0,1.0,True,BOTH
1191,12543.071428571437,36321.80952380953,0.13125,,,,0.0,0.0,False,no_data,0.069827,0.067401,0.012265,1.0,1.0,True,S1_ONLY
1204,14652.22108843537,36151.35034013605,0.091875,0.233783,0.228427,0.049065,1.0,1.0,True,normal_low,0.055433,0.05482,0.005019,1.0,1.0,True,BOTH
1218,10035.257575757576,36381.66477272727,1.65,0.367553,0.363203,0.047696,0.005303,0.005303,False,normal_low,0.138369,0.136109,0.047286,1.0,1.0,True,S1_ONLY
1237,-23272.77011494253,35843.45977011494,0.10875,0.452235,0.431939,0.134877,1.0,1.0,True,normal_low,0.066983,0.06162,0.01645,1.0,1.0,True,BOTH
1252,11244.515197568384,36293.828267477205,1.028125,,,,0.0,0.0,False,no_data,0.089947,0.081071,0.028332,1.0,1.0,True,S1_ONLY
1262,12048.825726141084,35716.63070539419,0.90375,,,,0.0,0.0,False,no_data,0.08386,0.074312,0.027951,1.0,1.0,True,S1_ONLY
1292,12682.788043478264,35516.158967391304,0.46,,,,0.0,0.0,False,no_data,0.101556,0.087543,0.04696,1.0,1.0,True,S1_ONLY
1320,7320.94351464435,35816.08577405858,0.149375,0.144669,0.142272,0.059105,0.983264,0.983264,True,normal_low,0.100587,0.100046,0.007233,1.0,1.0,True,BOTH
1325,-27033.767228557263,34914.62989588498,1.260625,0.287469,0.28002,0.066171,1.0,1.0,True,normal_low,0.086026,0.081632,0.016755,1.0,1.0,True,BOTH
1337,-16054.987179487176,35378.86538461538,0.0975,,,,0.0,0.0,False,no_data,0.066013,0.066274,0.004567,1.0,1.0,True,S1_ONLY
1398,-18564.812227074235,35333.513100436685,1.43125,,,,0.0,0.0,False,no_data,0.08227,0.079891,0.015691,1.0,1.0,True,S1_ONLY
1435,-17961.30910240202,35090.92351453856,0.494375,,,,0.0,0.0,False,no_data,0.075061,0.07508,0.009109,1.0,1.0,True,S1_ONLY
1462,14253.5,34726.92857142857,0.109375,,,,0.0,0.0,False,no_data,0.101775,0.103077,0.009044,1.0,1.0,True,S1_ONLY
1532,312.2536231884078,34582.60144927536,0.215625,0.17619,0.168188,0.041704,1.0,1.0,True,normal_low,0.092638,0.089956,0.014721,1.0,1.0,True,BOTH
1567,3471.230769230773,34284.153846153844,0.08125,0.094826,0.081568,0.035127,1.0,1.0,True,normal_low,0.07424,0.074115,0.006074,1.0,1.0,True,BOTH
1622,-22267.55426356589,33852.63178294574,0.080625,0.596994,0.610101,0.108548,0.635659,0.635659,True,typical,0.112974,0.114243,0.012737,1.0,1.0,True,BOTH
1632,-127.574898785424,34056.47165991903,0.92625,0.187389,0.179733,0.051502,1.0,1.0,True,normal_low,0.098961,0.09095,0.031893,1.0,1.0,True,BOTH
1660,-29031.84796238245,33910.923197492164,0.199375,0.24556,0.237351,0.061032,1.0,1.0,True,normal_low,0.087828,0.085662,0.010787,1.0,1.0,True,BOTH
1695,-27392.924242424244,33199.76470588235,0.70125,0.32372,0.319313,0.062282,1.0,1.0,True,normal_low,0.07332,0.073415,0.012485,1.0,1.0,True,BOTH
1708,-858.327788649709,33506.126223091975,0.319375,0.203881,0.187545,0.057115,1.0,1.0,True,normal_low,0.094976,0.088027,0.024661,1.0,1.0,True,BOTH
1742,-21143.113887660325,33110.37394957983,1.413125,,,,0.0,0.0,False,no_data,0.136349,0.125042,0.044673,1.0,1.0,True,S1_ONLY
1750,-22216.84615384616,33564.92307692308,0.14625,0.659946,0.660095,0.133892,0.123932,0.123932,True,typical,0.108597,0.109221,0.012049,1.0,1.0,True,BOTH
1757,-22852.73953261928,32882.19425511198,0.641875,0.324305,0.31353,0.080457,0.359299,0.359299,True,normal_low,0.091673,0.087879,0.014782,1.0,1.0,True,BOTH
1771,-24559.33233532934,33166.21856287425,0.104375,0.350004,0.328002,0.100545,1.0,1.0,True,normal_low,0.118377,0.117146,0.013469,1.0,1.0,True,BOTH
1772,-23811.229991204928,33443.68381706245,0.710625,0.315558,0.305776,0.079252,1.0,1.0,True,normal_low,0.119118,0.116549,0.01853,1.0,1.0,True,BOTH
1779,-26884.04271356784,33162.30904522613,0.124375,0.322455,0.30206,0.069306,1.0,1.0,True,normal_low,0.080322,0.079288,0.004788,1.0,1.0,True,BOTH
1780,-22416.801546391755,33335.35824742268,0.2425,0.542424,0.53353,0.104002,0.275773,0.275773,True,typical,0.090069,0.087793,0.010591,1.0,1.0,True,BOTH
1814,-17848.9375,32989.5625,0.08,,,,0.0,0.0,False,no_data,0.094069,0.09344,0.009905,1.0,1.0,True,S1_ONLY
1845,2639.3773006134943,32772.27914110429,0.101875,0.07835,0.0707,0.023555,1.0,1.0,True,normal_low,0.147095,0.144573,0.0147,1.0,1.0,True,BOTH
1861,731.770916334659,33000.71912350597,1.56875,0.17194,0.167975,0.055626,1.0,1.0,True,normal_low,0.110524,0.10742,0.018503,1.0,1.0,True,BOTH
1938,-19164.136363636364,32543.539772727272,0.11,,,,0.0,0.0,False,no_data,0.102255,0.099827,0.010773,1.0,1.0,True,S1_ONLY
1979,-25588.57339449541,32393.733944954125,0.13625,0.286938,0.279883,0.074475,1.0,1.0,True,normal_low,0.122069,0.122475,0.014186,1.0,1.0,True,BOTH
1994,-29501.68043844857,32159.56408094435,0.370625,0.247968,0.239242,0.047875,1.0,1.0,True,normal_low,0.072856,0.078656,0.019954,1.0,1.0,True,BOTH
1995,-27183.69672131148,32395.66393442623,0.190625,0.299549,0.294368,0.041649,1.0,1.0,True,normal_low,0.074389,0.07376,0.008955,1.0,1.0,True,BOTH
2004,-21535.94776119403,32172.88805970149,0.08375,,,,0.0,0.0,False,no_data,0.398556,0.428507,0.095605,1.0,1.0,True,S1_ONLY
2006,4101.5833333333285,32381.8286163522,0.3975,0.165831,0.150188,0.060614,0.339623,0.339623,True,normal_low,0.083932,0.081048,0.014175,1.0,1.0,True,BOTH
2015,-27927.60389610389,32449.00649350649,1.203125,0.286394,0.281887,0.049994,1.0,1.0,True,normal_low,0.069805,0.069097,0.009409,1.0,1.0,True,BOTH
2046,-26088.47619047619,32024.904761904763,0.13125,0.276659,0.277178,0.054743,1.0,1.0,True,normal_low,0.088462,0.08768,0.008119,1.0,1.0,True,BOTH
2169,30375.62940275652,31956.45329249617,0.81625,0.407139,0.371318,0.143515,0.892802,0.892802,True,normal_low,0.059507,0.061364,0.009957,1.0,1.0,True,BOTH
2181,6638.806135913786,31158.9671211788,2.841875,,,,0.0,0.0,False,no_data,0.069377,0.06971,0.018582,1.0,1.0,True,S1_ONLY
2239,4425.189655172413,31519.465517241377,0.090625,,,,0.0,0.0,False,no_data,0.191127,0.188362,0.087086,1.0,1.0,True,S1_ONLY
2253,1146.4945355191303,31479.7349726776,0.114375,0.173901,0.169955,0.051522,1.0,1.0,True,normal_low,0.089213,0.086971,0.010145,1.0,1.0,True,BOTH
2262,8846.75433526012,31351.65606936416,0.108125,,,,0.0,0.0,False,no_data,0.085601,0.085435,0.005273,1.0,1.0,True,S1_ONLY
2271,1426.3115942028962,31365.17391304348,0.08625,0.250015,0.250718,0.063417,1.0,1.0,True,normal_low,0.088656,0.089101,0.009732,1.0,1.0,True,BOTH
2275,11010.21428571429,31199.309523809527,0.21,,,,0.0,0.0,False,no_data,0.109125,0.10443,0.020924,1.0,1.0,True,S1_ONLY
2298,-25591.40909090909,31093.897129186604,0.653125,0.34409,0.328188,0.086264,1.0,1.0,True,normal_low,0.155258,0.159228,0.027879,1.0,1.0,True,BOTH
2324,-19795.564205457464,31229.35232744784,0.389375,,,,0.0,0.0,False,no_data,0.112794,0.109899,0.020875,1.0,1.0,True,S1_ONLY
2350,8041.905063291138,30865.848101265823,0.09875,,,,0.0,0.0,False,no_data,0.086757,0.087468,0.006419,1.0,1.0,True,S1_ONLY
2378,1058.8243243243269,31019.37387387388,0.346875,0.175674,0.16911,0.040905,0.886486,0.886486,True,normal_low,0.07377,0.072716,0.009499,1.0,1.0,True,BOTH
2380,8878.996402877703,30726.57913669065,0.086875,,,,0.0,0.0,False,no_data,0.094148,0.090835,0.013396,1.0,1.0,True,S1_ONLY
2381,10444.196969696975,30853.330940988835,0.391875,,,,0.0,0.0,False,no_data,0.084618,0.083371,0.009614,1.0,1.0,True,S1_ONLY
2382,11164.820665083142,30616.71140142518,0.52625,,,,0.0,0.0,False,no_data,0.094356,0.093825,0.016982,1.0,1.0,True,S1_ONLY
2408,8434.541716328968,31014.95172824792,0.524375,,,,0.0,0.0,False,no_data,0.087111,0.084919,0.012037,1.0,1.0,True,S1_ONLY
2429,1621.6631205673766,30771.776595744683,0.088125,,,,0.0,0.0,False,no_data,0.063625,0.062815,0.006625,1.0,1.0,True,S1_ONLY
2528,9591.39453125,30445.32421875,0.16,,,,0.0,0.0,False,no_data,0.133192,0.102341,0.074248,1.0,1.0,True,S1_ONLY
2529,11505.588560885612,30346.164206642068,0.169375,,,,0.0,0.0,False,no_data,0.099158,0.095047,0.01664,1.0,1.0,True,S1_ONLY
2557,9102.3801843318,30044.62442396313,0.135625,,,,0.0,0.0,False,no_data,0.109305,0.110518,0.013236,1.0,1.0,True,S1_ONLY
2594,5807.1433121019145,30082.34713375796,0.19625,,,,0.0,0.0,False,no_data,0.04703,0.044591,0.008597,1.0,1.0,True,S1_ONLY
2595,8447.57692307693,29936.35164835165,0.11375,,,,0.0,0.0,False,no_data,0.092055,0.08455,0.013467,1.0,1.0,True,S1_ONLY
2606,15560.550724637673,29909.557971014496,0.08625,,,,0.0,0.0,False,no_data,0.127901,0.121256,0.031478,1.0,1.0,True,S1_ONLY
2607,15792.319148936163,30096.909574468085,0.1175,,,,0.0,0.0,False,no_data,0.10907,0.10327,0.021253,1.0,1.0,True,S1_ONLY
2645,4358.039603960395,30153.42904290429,0.37875,,,,0.0,0.0,False,no_data,0.092765,0.093638,0.027224,1.0,1.0,True,S1_ONLY
2672,8832.936213991772,29749.779835390946,0.151875,,,,0.0,0.0,False,no_data,0.130844,0.117207,0.052924,1.0,1.0,True,S1_ONLY
2686,9524.246835443031,30016.19620253165,0.246875,,,,0.0,0.0,False,no_data,0.145203,0.146867,0.040891,1.0,1.0,True,S1_ONLY
2721,12632.800970873788,29515.20873786408,0.321875,,,,0.0,0.0,False,no_data,0.116226,0.109157,0.029652,1.0,1.0,True,S1_ONLY
2774,12074.357954545449,29606.25284090909,0.22,,,,0.0,0.0,False,no_data,0.113524,0.111422,0.022188,1.0,1.0,True,S1_ONLY
2786,7523.693548387098,29407.274193548383,0.096875,,,,0.0,0.0,False,no_data,0.067552,0.066338,0.006707,1.0,1.0,True,S1_ONLY
2793,9793.422018348618,29472.174311926603,0.2725,,,,0.0,0.0,False,no_data,0.107823,0.107404,0.015939,1.0,1.0,True,S1_ONLY
2804,9000.39820359282,29477.071856287424,0.20875,,,,0.0,0.0,False,no_data,0.116457,0.112228,0.020391,1.0,1.0,True,S1_ONLY
2812,860.3669833729218,28997.649643705463,0.263125,,,,0.0,0.0,False,no_data,0.063704,0.062529,0.009721,1.0,1.0,True,S1_ONLY
2848,12186.369747899167,29163.52521008403,0.14875,,,,0.0,0.0,False,no_data,0.135465,0.125201,0.049232,1.0,1.0,True,S1_ONLY
2853,491.4851380042455,29186.646496815287,0.294375,,,,0.0,0.0,False,no_data,0.067,0.064313,0.014103,1.0,1.0,True,S1_ONLY
2894,33900.035714285725,28968.35714285714,0.175,,,,0.0,0.0,False,no_data,0.055514,0.055293,0.004201,1.0,1.0,True,S1_ONLY
2924,9090.93081761006,29116.616352201258,0.19875,,,,0.0,0.0,False,no_data,0.102294,0.104809,0.014192,1.0,1.0,True,S1_ONLY
2946,7103.210644677667,29115.45502248876,0.416875,,,,0.0,0.0,False,no_data,0.062787,0.061765,0.007419,1.0,1.0,True,S1_ONLY
2953,6249.346278317149,29458.598705501616,1.93125,,,,0.0,0.0,False,no_data,0.063839,0.062991,0.013,1.0,1.0,True,S1_ONLY
2954,6245.367052023117,28405.58670520231,0.540625,,,,0.0,0.0,False,no_data,0.057112,0.058874,0.011729,1.0,1.0,True,S1_ONLY
2971,13339.606951871654,28577.23796791444,0.116875,,,,0.0,0.0,False,no_data,0.076394,0.076282,0.008807,1.0,1.0,True,S1_ONLY
2986,8101.732142857145,28754.183035714286,0.14,,,,0.0,0.0,False,no_data,0.080562,0.080508,0.009227,1.0,1.0,True,S1_ONLY
2990,-11599.644811858612,28413.669897377426,0.548125,0.168153,0.163984,0.057398,1.0,1.0,True,normal_low,0.108913,0.110155,0.012882,1.0,1.0,True,BOTH
3025,291.82456140350405,28856.530701754386,0.1425,,,,0.0,0.0,False,no_data,0.068083,0.070358,0.016346,1.0,1.0,True,S1_ONLY
3026,11088.179245283012,28732.84501347709,0.231875,,,,0.0,0.0,False,no_data,0.100535,0.095021,0.02268,1.0,1.0,True,S1_ONLY
3039,8525.016224188788,28616.797935103245,0.211875,,,,0.0,0.0,False,no_data,0.093843,0.084228,0.021796,1.0,1.0,True,S1_ONLY
3040,9822.20179372198,28594.89461883408,0.27875,,,,0.0,0.0,False,no_data,0.126416,0.112069,0.07502,1.0,1.0,True,S1_ONLY
3055,-14138.49342105263,28250.171052631576,0.285,,,,0.0,0.0,False,no_data,0.135526,0.131395,0.032122,1.0,1.0,True,S1_ONLY
3091,11795.416666666664,28423.666666666664,0.1875,,,,0.0,0.0,False,no_data,0.08589,0.087639,0.015006,1.0,1.0,True,S1_ONLY
3107,16756.09722222222,28248.069444444445,0.09,,,,0.0,0.0,False,no_data,0.100126,0.099688,0.009707,1.0,1.0,True,S1_ONLY
3116,-12010.266584766585,28177.281326781325,0.254375,0.189195,0.193044,0.045614,1.0,1.0,True,normal_low,0.113974,0.109935,0.024131,1.0,1.0,True,BOTH
3120,6482.9770114942585,28319.034482758623,0.10875,,,,0.0,0.0,False,no_data,0.061288,0.061849,0.004205,1.0,1.0,True,S1_ONLY
3132,-456.2098765432093,28298.802469135804,0.10125,,,,0.0,0.0,False,no_data,0.093071,0.079657,0.036918,1.0,1.0,True,S1_ONLY
3137,-10932.122516556294,28011.59271523179,0.094375,0.22103,0.214209,0.058954,1.0,1.0,True,normal_low,0.091412,0.089125,0.010802,1.0,1.0,True,BOTH
3151,-24466.313648293963,28059.88320209974,0.238125,,,,0.0,0.0,False,no_data,0.157737,0.14098,0.050673,1.0,1.0,True,S1_ONLY
3175,10495.65625,27905.125,0.5,,,,0.0,0.0,False,no_data,0.058988,0.057237,0.007905,1.0,1.0,True,S1_ONLY
3184,13366.166666666664,27911.67647058824,0.159375,,,,0.0,0.0,False,no_data,0.072296,0.070536,0.010046,1.0,1.0,True,S1_ONLY
3202,8640.249730312833,27898.47734627832,0.579375,,,,0.0,0.0,False,no_data,0.085671,0.082636,0.020314,1.0,1.0,True,S1_ONLY
3215,-9963.123762376244,28070.219471947195,0.189375,0.160902,0.15715,0.033711,1.0,1.0,True,normal_low,0.101497,0.102032,0.009871,1.0,1.0,True,BOTH
3224,11608.8253968254,27725.103174603173,0.07875,,,,0.0,0.0,False,no_data,0.07149,0.069988,0.008263,1.0,1.0,True,S1_ONLY
3248,12002.597587719298,27611.190789473683,0.57,,,,0.0,0.0,False,no_data,0.067948,0.067183,0.010618,1.0,1.0,True,S1_ONLY
3249,-28635.07602339181,28054.59356725146,0.4275,0.143539,0.130312,0.052424,1.0,1.0,True,normal_low,0.010999,0.010836,0.001806,1.0,1.0,True,BOTH
3253,-9103.608108108108,27711.986486486487,0.23125,0.182847,0.173548,0.040452,1.0,1.0,True,normal_low,0.083934,0.089008,0.025759,1.0,1.0,True,BOTH
3273,35018.45238095238,27630.38095238096,0.65625,,,,0.0,0.0,False,no_data,0.061976,0.061108,0.005691,1.0,1.0,True,S1_ONLY
3276,11337.0,27634.42857142857,0.09625,,,,0.0,0.0,False,no_data,0.071063,0.071589,0.007122,1.0,1.0,True,S1_ONLY
3291,9295.312807881768,27517.371921182264,0.126875,,,,0.0,0.0,False,no_data,0.047455,0.038331,0.019745,1.0,1.0,True,S1_ONLY
3335,-12884.277239709443,27515.754237288136,0.258125,0.239293,0.239625,0.056812,0.520581,0.520581,True,normal_low,0.099502,0.099686,0.013153,1.0,1.0,True,BOTH
3351,-27895.1882951654,27534.692111959288,0.49125,0.263112,0.257884,0.054895,1.0,1.0,True,normal_low,0.031902,0.008137,0.037083,1.0,1.0,True,BOTH
3360,34500.87867647059,27332.02573529412,0.17,,,,0.0,0.0,False,no_data,0.05585,0.055699,0.005966,1.0,1.0,True,S1_ONLY
3361,-25954.02422907489,27304.79515418502,0.141875,,,,0.0,0.0,False,no_data,0.091966,0.092785,0.006506,1.0,1.0,True,S1_ONLY
3364,-9349.852750809065,27280.23300970874,0.38625,0.235861,0.219222,0.068686,1.0,1.0,True,normal_low,0.088323,0.084804,0.016138,1.0,1.0,True,BOTH
3389,10628.968599033818,27274.69484702093,0.388125,,,,0.0,0.0,False,no_data,0.046218,0.048366,0.010719,1.0,1.0,True,S1_ONLY
3426,-26777.6472392638,26861.54294478528,0.101875,0.29247,0.279818,0.047062,0.791411,0.791411,True,normal_low,0.07835,0.078654,0.005111,1.0,1.0,True,BOTH
3434,16578.419491525427,27103.254237288136,0.1475,,,,0.0,0.0,False,no_data,0.074989,0.072493,0.017866,1.0,1.0,True,S1_ONLY
3456,-10909.323529411762,26864.32352941176,0.10625,0.247423,0.238389,0.057303,1.0,1.0,True,normal_low,0.118786,0.12117,0.013591,1.0,1.0,True,BOTH
3474,-12221.522727272728,26878.340909090908,0.1375,0.217607,0.212122,0.038732,1.0,1.0,True,normal_low,0.081174,0.081209,0.005713,1.0,1.0,True,BOTH
3500,-13661.619846261356,26248.61320754717,1.78875,,,,0.0,0.0,False,no_data,0.079147,0.082365,0.022664,1.0,1.0,True,S1_ONLY
3509,11874.982315112538,26930.805466237944,0.38875,,,,0.0,0.0,False,no_data,0.051054,0.050902,0.012819,1.0,1.0,True,S1_ONLY
3519,-28846.60849056604,26773.73113207547,0.1325,0.266234,0.259759,0.051367,1.0,1.0,True,normal_low,0.021335,0.021513,0.004211,1.0,1.0,True,BOTH
