region_id,area_km2,geo_x,geo_y,m3_valid_pct,BD1000,BD2000,OH_SPECTRAL_INDICATOR,ICE_SPECTRAL_INDICATOR,BD1000_norm,BD2000_norm,OH_SPECTRAL_INDICATOR_norm,ICE_SPECTRAL_INDICATOR_norm,n_valid_m3_indices,Science_Score
11060,0.32375,33938.49613899614,6161.310810810814,0.9556,,,,,,,,,0,0.0
11074,0.63375,28487.41913214989,6550.105522682447,1.0,0.011387,-0.004082,0.072934,-0.148001,0.000798,0.0,0.007429,0.0,4,0.002017
11084,0.10125,40050.11728395062,6217.01234567901,1.0,,,,,,,,,0,0.0
11101,0.25,31881.25,5940.0625,1.0,,,,,,,,,0,0.0
11110,0.863125,26518.833816075305,5896.734612599568,1.0,2.021247,2.098795,,,0.141719,0.297416,,,2,0.087827
11112,0.81125,41162.0,5896.956086286591,1.0,,,,,,,,,0,0.0
11147,0.26875,-30059.162790697672,6035.965116279069,1.0,-0.259515,-0.076589,0.085312,0.057381,0.0,0.0,0.00869,0.002585,4,0.003077
11159,0.080625,39691.94186046512,6054.375968992244,1.0,0.457908,,0.810871,,0.032106,,0.0826,,2,0.027071
11257,0.33375,30707.73970037453,5558.037453183526,1.0,0.790553,,1.568064,,0.055429,,0.159731,,2,0.051019
11258,0.349375,31365.28711985689,5869.730769230766,1.0,,,4.283688,6.265101,,,0.436359,0.282226,2,0.207869
11270,0.291875,35671.5556745182,5899.108137044968,1.0,,,,,,,,,0,0.0
11301,0.4125,39176.81060606061,5778.265151515152,1.0,-0.520932,0.084518,0.018712,1.727891,0.0,0.011977,0.001906,0.077837,4,0.030115
11306,0.215,-20468.23255813953,5453.625,0.6308,0.729767,,,0.643648,0.051167,,,0.028995,2,0.020382
11321,0.2125,34030.67647058822,5594.691176470587,1.0,,0.682548,,,,0.096722,,,1,0.019344
11333,0.174375,42657.29569892473,5479.71146953405,1.0,,,4.495106,,,,0.457895,,1,0.114474
11352,0.26,-20051.28125,5506.870192307688,1.0,0.318037,-0.291105,,0.408855,0.022299,0.0,,0.018418,3,0.010906
11381,0.88,27713.3671875,5798.884232954544,1.0,1.175646,,,,0.08243,,,,1,0.016486
11438,1.10375,28786.377123442813,5405.936013590035,1.0,-0.073516,0.155059,1.818146,,0.0,0.021973,0.185206,,3,0.050696
11460,0.484375,39078.14516129032,5288.080645161288,0.969,-0.125756,-0.046509,-0.007103,0.009422,0.0,0.0,0.0,0.000424,4,0.000148
11559,1.78875,26077.959119496853,4220.363731656187,0.9619,0.520216,0.133198,,,0.036475,0.018875,,,2,0.01107
11634,0.33875,-4378.313653136531,4484.771217712179,1.0,-0.037784,0.028447,-0.154661,0.572049,0.0,0.004031,0.0,0.025769,4,0.009825
11661,0.32625,39721.00383141762,4801.649425287353,1.0,-0.567367,-0.13393,0.412514,,0.0,0.0,0.042021,,3,0.010505
11778,0.156875,-42807.27290836653,4248.408366533862,1.0,-0.736308,-0.307295,1.350123,,0.0,0.0,0.137531,,3,0.034383
11833,0.12125,41171.79381443298,4216.737113402065,1.0,0.749335,,1.698234,,0.052539,,0.172991,,2,0.053756
11869,0.518125,25596.03196622437,3917.538600723769,1.0,,0.857014,,,,0.121446,,,1,0.024289
11881,0.188125,42394.35049833887,3761.131229235878,1.0,-0.020655,,,,0.0,,,,1,0.0
11898,0.27,31241.050925925927,4023.2430555555534,1.0,-0.818746,0.288246,0.30372,,0.0,0.040847,0.030939,,3,0.015904
11927,0.19,-43723.11513157895,3825.74671052632,1.0,-0.003665,1.427305,-0.093779,,0.0,0.20226,0.0,,3,0.040452
11939,1.043125,36877.51078490114,3413.366986219291,1.0,,,,,,,,,0,0.0
11943,0.1025,-30271.53658536585,3791.658536585368,1.0,-0.32957,-0.085044,0.006073,0.015131,0.0,0.0,0.000619,0.000682,4,0.000393
11955,0.12875,-4497.22330097088,3783.873786407763,1.0,0.222635,-0.487448,0.392591,-0.201165,0.01561,0.0,0.039991,0.0,4,0.01312
11964,0.27875,4871.0246636771335,3570.7354260089705,1.0,-0.257304,-0.045255,0.079498,0.019476,0.0,0.0,0.008098,0.000877,4,0.002331
11972,0.23875,33993.08638743455,3720.198952879582,1.0,-0.27816,0.519811,0.185517,0.367372,0.0,0.073661,0.018898,0.016549,4,0.025249
11994,0.434375,26748.13309352517,3636.147482014392,0.8691,-0.952408,-0.17499,0.108805,-1.141831,0.0,0.0,0.011083,0.0,4,0.002771
11996,0.16125,39113.5503875969,3702.5348837209312,1.0,0.429087,-0.835246,1.603732,,0.030085,0.0,0.163365,,3,0.046858
12006,0.474375,-15128.036231884056,3199.347167325432,0.8854,0.921435,,1.726126,,0.064606,,0.175832,,2,0.056879
12012,0.554375,27830.9261555806,3249.372604284108,1.0,-0.239362,0.495822,0.935231,,0.0,0.070262,0.095268,,3,0.037869
12013,0.19125,30818.04575163398,3586.6928104575127,1.0,-1.653314,-0.480889,0.283797,,0.0,0.0,0.028909,,3,0.007227
12056,0.1825,-41590.39726027397,3518.993150684932,1.0,0.198073,0.182552,-1.238095,-1.521779,0.013888,0.025869,0.0,0.0,4,0.007951
12057,0.083125,-40929.44736842105,3547.3045112781983,1.0,-0.455006,-0.252518,-0.592795,-0.832954,0.0,0.0,0.0,0.0,4,0.0
12091,0.5,38845.71875,3213.5625,1.0,0.765045,,,,0.053641,,,,1,0.010728
12094,0.131875,11763.007109004742,3261.4004739336524,1.0,,,1.727663,,,,0.175989,,1,0.043997
12130,0.2525,28221.59158415842,3025.561881188114,1.0,0.456891,0.185625,,,0.032035,0.026305,,,2,0.011668
12139,1.29375,39969.04106280193,2620.016908212565,1.0,0.350114,6.032787,,,0.024548,0.854893,,,2,0.175888
12157,0.88,28703.9921875,3029.867897727272,0.9347,0.158924,0.950955,0.979607,,0.011143,0.134758,0.099788,,3,0.054127
12164,0.164375,39396.36311787073,3265.5190114068464,1.0,0.53143,,,,0.037261,,,,1,0.007452
12167,0.304375,-15848.44661190965,3047.625256673513,1.0,0.797079,,1.108426,,0.055887,,0.11291,,2,0.039405
12191,0.155,40415.62903225806,3281.951612903227,1.0,-0.170522,,,,0.0,,,,1,0.0
12252,0.241875,-4504.440568475453,2982.347545219636,1.0,0.388423,-0.109111,0.295659,,0.027234,0.0,0.030117,,3,0.012976
12264,2.288125,30051.316443594653,2687.8190385140697,1.0,0.419347,,0.373043,,0.029402,,0.038,,2,0.01538
12265,0.25125,38664.611940298506,2732.340796019904,1.0,0.821584,2.815901,0.279636,,0.057605,0.399035,0.028485,,3,0.098449
12269,0.109375,-4254.785714285717,2821.2142857142826,1.0,0.71975,-0.043334,-0.068041,22.198878,0.050465,0.0,0.0,1.0,4,0.360093
12271,1.703125,24035.46330275229,3364.490825688073,1.0,,0.644753,-0.009135,,,0.091367,0.0,,2,0.018273
12317,0.36625,11622.025597269623,2911.2081911262794,0.8038,,,2.721099,,,,0.277185,,1,0.069296
12321,0.45375,25764.823691460057,2655.871900826445,1.0,0.864173,,2.277335,,0.060591,,0.231981,,2,0.070113
12422,0.16,32740.61328125,2300.59765625,1.0,,,,,,,,,0,0.0
12423,0.158125,33148.80830039526,2305.5395256916963,1.0,1.255499,,,,0.088029,,,,1,0.017606
12448,0.380625,-42119.13711001642,1915.319376026273,1.0,-0.316343,0.089159,-0.399189,1.172091,0.0,0.012635,0.0,0.0528,4,0.021007
12480,0.188125,-15428.988372093025,1988.2076411960152,1.0,0.876257,,,,0.061438,,,,1,0.012288
12488,0.166875,-12586.267790262173,2268.38389513109,0.9176,,,,,,,,,0,0.0
12499,0.0825,-33420.38636363637,2194.439393939392,1.0,-0.24076,-0.082917,-0.018641,-0.006398,0.0,0.0,0.0,0.0,4,0.0
12520,0.0875,-29888.89285714286,1999.0714285714275,1.0,-0.530025,-0.09166,0.012927,0.259161,0.0,0.0,0.001317,0.011675,4,0.004415
12537,0.115,13362.543478260872,2023.4619565217365,1.0,,1.291202,,,,0.182973,,,1,0.036595
12550,0.149375,31378.26569037656,1835.12343096234,1.0,0.68411,7.056773,,,0.047966,1.0,,,2,0.209593
12553,0.231875,-43978.667115902965,1999.4218328841016,1.0,-0.075559,0.023038,-0.151536,1.14312,0.0,0.003265,0.0,0.051494,4,0.018676
12612,0.1525,22858.41393442624,1692.9180327868817,1.0,,,1.638968,,,,0.166954,,1,0.041738
12620,0.171875,43511.86363636363,1659.045454545456,1.0,0.416537,,,,0.029205,,,,1,0.005841
12643,0.09625,-14133.12987012987,1697.0909090909045,1.0,0.335727,,1.346726,,0.023539,,0.137185,,2,0.039004
12669,0.6575,31917.08555133079,1697.363117870722,1.0,,,,,,,,,0,0.0
12671,0.183125,-42793.07679180888,1295.3805460750882,1.0,0.019366,0.150216,0.473776,0.618742,0.001358,0.021287,0.048261,0.027873,4,0.02635
12681,0.525,24398.33928571429,1647.732142857145,1.0,,,,,,,,,0,0.0
12711,1.574375,-14973.316593886462,1342.3221516474805,1.0,0.68206,,1.622772,,0.047822,,0.165304,,2,0.05089
12713,0.313125,-44428.743512974055,1173.454091816362,1.0,-0.474444,-0.049027,0.233206,4.728551,0.0,0.0,0.023756,0.213009,4,0.080492
12727,0.20375,-38060.23926380368,1024.503067484664,1.0,0.266168,-0.154681,0.443694,0.797079,0.018662,0.0,0.045197,0.035906,4,0.027599
12757,0.560625,-43809.251393534,936.508918617612,1.0,0.02604,-0.318805,0.403359,,0.001826,0.0,0.041088,,3,0.010637
12758,1.12625,-40467.0371809101,1688.6243063263028,1.0,-0.325172,0.036932,0.264626,0.94549,0.0,0.005234,0.026956,0.042592,4,0.022693
12790,0.1275,42636.75490196078,1120.23039215686,1.0,,,,,,,,,0,0.0
12802,0.889375,-41755.875966268446,1277.7663387210123,1.0,0.272242,-0.423875,0.19332,0.747751,0.019088,0.0,0.019693,0.033684,4,0.02053
12835,1.14375,-41701.10109289618,470.6775956284182,1.0,0.076862,-0.231174,1.281959,,0.005389,0.0,0.130587,,3,0.033725
12843,0.983125,29015.79052765417,983.6055308327996,1.0,2.502267,,,,0.175446,,,,1,0.035089
12900,0.3875,40981.35483870968,660.7419354838712,1.0,,,,,,,,,0,0.0
12924,0.08,30780.5546875,645.421875,1.0,,,,,,,,,0,0.0
12925,0.183125,32466.05290102388,363.8959044368603,1.0,,,,,,,,,0,0.0
12935,0.145,24879.887931034493,443.7112068965507,1.0,,,,,,,,,0,0.0
12942,0.300625,27548.82432432432,481.113305613304,1.0,2.003708,,,,0.140489,,,,1,0.028098
12947,0.481875,43934.77885862517,891.6802853437111,1.0,,,,,,,,,0,0.0
12985,0.549375,26120.40443686006,595.4374288964755,0.81,2.065552,,,,0.144825,,,,1,0.028965
13008,0.451875,28250.295297372068,490.1957123098255,1.0,,,,,,,,,0,0.0
13024,0.3425,-42467.42518248176,204.468978102188,1.0,-0.105055,-0.258436,3.699216,,0.0,0.0,0.376822,,3,0.094206
13043,1.868125,32968.059718969555,134.1316493810591,1.0,,,,,,,,,0,0.0
13055,1.883125,-39553.0307002987,156.74792565549433,1.0,-0.526573,-0.097862,0.478845,0.210225,0.0,0.0,0.048778,0.00947,4,0.015509
13098,0.088125,29779.46453900709,68.76241134751763,1.0,,,,,,,,,0,0.0
13099,1.011875,40893.61673872761,-92.72112415071024,1.0,,,,,,,,,0,0.0
13115,0.186875,-40852.84113712375,-104.93478260869595,1.0,-0.647985,-0.538332,0.795979,1.180658,0.0,0.0,0.081083,0.053185,4,0.038886
13141,0.670625,-43002.38723205964,80.95200372787076,1.0,-0.397636,-0.358633,1.114708,,0.0,0.0,0.11355,,3,0.028388
13146,0.31125,41350.905622489954,-356.07630522087857,1.0,,,,,,,,,0,0.0
13159,0.905,27131.941298342543,-86.896408839777,1.0,,,,,,,,,0,0.0
13163,0.138125,-22329.798642533937,-394.6357466063346,1.0,0.813736,1.177245,1.759519,,0.057055,0.166825,0.179234,,3,0.089585
13174,2.513125,34153.73402138772,-292.5925142999258,1.0,,,,,,,,,0,0.0
13179,0.159375,15717.931372549014,-222.73529411765048,1.0,,,,,,,,,0,0.0
13180,0.140625,34930.05555555555,-319.277777777781,1.0,,,,,,,,,0,0.0
13201,0.0975,-42341.84615384616,-327.3846153846098,1.0,-0.29184,-1.661497,-0.097332,-0.894071,0.0,0.0,0.0,0.0,4,0.0
13202,0.331875,-40657.562146892655,-593.4265536723178,1.0,-1.105479,-0.395902,-0.0001,0.365704,0.0,0.0,0.0,0.016474,4,0.005766
13214,0.169375,-41081.865313653136,-479.942804428043,1.0,-4.435432,-1.538716,-0.033261,-0.164982,0.0,0.0,0.0,0.0,4,0.0
13245,0.100625,-41785.59316770187,-612.2329192546604,1.0,-1.570463,-0.719431,0.093724,0.071849,0.0,0.0,0.009547,0.003237,4,0.00352
13273,0.166875,40074.5,-763.6385767790271,1.0,,,,,,,,,0,0.0
13290,0.165,29399.405303030304,-927.625,1.0,,,,,,,,,0,0.0
13332,0.215,41344.34011627907,-992.450581395351,1.0,,,,,,,,,0,0.0
13341,0.44,45016.154829545456,-994.741477272728,1.0,,,,,,,,,0,0.0
13358,0.14875,40533.53361344538,-987.105042016803,1.0,,,,,,,,,0,0.0
13361,0.439375,-41104.69630156472,-1150.8513513513462,1.0,-0.087721,0.193303,-0.182493,0.188928,0.0,0.027393,0.0,0.008511,4,0.008457
13365,0.191875,40891.11237785016,-1207.48045602606,1.0,,,,,,,,,0,0.0
13462,0.133125,-41238.17605633803,-1642.8098591549278,1.0,0.345235,,-0.067674,,0.024206,,0.0,,2,0.004841
13470,1.050625,33275.80874479476,-1606.579119571681,1.0,,,,,,,,,0,0.0
13500,0.459375,32379.5,-1632.7312925170045,1.0,,,,,,,,,0,0.0
13517,0.2325,-29885.983870967742,-1773.7607526881693,1.0,-0.172808,-0.084245,0.005599,0.007117,0.0,0.0,0.00057,0.000321,4,0.000255
13583,0.3275,-40451.12022900763,-2251.2175572519045,1.0,-0.560355,-0.086566,-0.013352,-1.222222,0.0,0.0,0.0,0.0,4,0.0
13593,0.394375,-38250.93581616482,-2129.492076069735,1.0,-0.335372,-0.19295,0.001228,-1.396591,0.0,0.0,0.000125,0.0,4,3.1e-05
13602,0.100625,30550.43167701864,-2045.462732919252,1.0,,,,,,,,,0,0.0
13603,0.16375,31402.83969465649,-1786.2366412213742,1.0,,-0.226322,,-16.826457,,0.0,,0.0,2,0.0
13608,0.25,31924.0625,-1900.1875,1.0,,-1.170474,,,,0.0,,,1,0.0
13631,0.178125,40093.62280701754,-1727.5701754385957,1.0,,,-1.573638,,,,0.0,,1,0.0
13632,0.16625,40723.27819548872,-1946.8684210526333,1.0,0.592172,,,,0.04152,,,,1,0.008304
13637,0.2775,-39649.43018018018,-2029.454954954956,1.0,-0.13475,-0.18751,-0.667943,-3.203025,0.0,0.0,0.0,0.0,4,0.0
13683,0.900625,-23941.894864677302,-1776.8074253990271,1.0,1.163889,2.400363,0.836442,,0.081606,0.34015,0.085204,,3,0.105652
13699,0.20375,-43397.509202453984,-2303.0276073619607,1.0,0.113445,-1.060767,0.678855,,0.007954,0.0,0.069152,,3,0.018879
13707,0.889375,-40127.09873506676,-2678.066408995081,1.0,-0.36314,0.10193,0.281518,-2.111555,0.0,0.014444,0.028677,0.0,4,0.010058
13732,0.143125,41699.93668122271,-2503.866812227076,1.0,,,,,,,,,0,0.0
13798,0.35625,40425.72807017545,-2846.0350877192977,1.0,,1.145123,,,,0.162273,,,1,0.032455
13807,1.34875,24742.72289156627,-2869.9355885078767,1.0,,-0.107036,,,,0.0,,,1,0.0
13833,0.08375,24332.70895522388,-2773.567164179105,1.0,,1.139266,,,,0.161443,,,1,0.032289
13866,0.119375,-39570.78795811519,-2923.1910994764403,1.0,-0.191517,-0.103586,-0.025664,0.281606,0.0,0.0,0.0,0.012686,4,0.00444
13883,0.134375,-29453.988372093023,-3219.5,1.0,-0.169396,-0.124481,0.048976,0.073385,0.0,0.0,0.004989,0.003306,4,0.002404
13898,1.598125,26147.270825185755,-3422.25127102073,1.0,,,,,,,,,0,0.0
13918,0.376875,-39941.5447761194,-3258.662520729682,1.0,0.089543,0.124098,0.40571,0.042823,0.006278,0.017586,0.041328,0.001929,4,0.01578
13950,0.09125,-40839.3698630137,-3348.3013698630166,1.0,0.35014,-0.024881,0.029593,-2.285837,0.02455,0.0,0.003014,0.0,4,0.005664
13963,0.08,17704.1875,-3494.03125,0.8984,,0.712355,,,,0.100946,,,1,0.020189
13973,0.125,-42558.875,-3310.0,1.0,-0.308085,0.04765,-0.176418,-0.206759,0.0,0.006752,0.0,0.0,4,0.00135
14030,0.138125,-41151.970588235294,-3557.5316742081413,1.0,0.123951,-0.331644,-0.179839,,0.008691,0.0,0.0,,3,0.001738
14034,0.319375,27346.66242661448,-3380.4197651663417,1.0,,,,1.658957,,,,0.074732,1,0.026156
14046,0.4775,-43268.0719895288,-3591.7447643979103,1.0,0.354453,-0.957584,0.408037,,0.024852,0.0,0.041565,,3,0.015362
14052,0.0975,40639.08333333334,-3629.948717948719,1.0,,,,,,,,,0,0.0
14119,0.651875,-40428.66395014382,-3806.043624161073,1.0,-0.135301,0.013227,0.636306,,0.0,0.001874,0.064817,,3,0.016579
14135,0.1275,7247.049019607846,-4093.004901960783,1.0,,0.154031,,1.920375,,0.021827,,0.086508,2,0.034643
14136,0.085,22345.63970588235,-3969.9044117647054,1.0,,,,,,,,,0,0.0
14140,0.685,-39571.91879562044,-3782.255474452555,1.0,0.402096,0.118958,-0.200766,-1.020843,0.028193,0.016857,0.0,0.0,4,0.00901
14155,0.381875,9855.10556464811,-3956.251227495908,1.0,,0.250625,,,,0.035516,,,1,0.007103
14169,0.74875,-41765.79632721202,-3751.6285475792974,1.0,0.442383,-0.114275,0.471847,,0.031018,0.0,0.048065,,3,0.01822
14234,0.600625,-29816.108740894902,-3938.417793964618,1.0,-0.428653,-0.033194,0.050637,0.05375,0.0,0.0,0.005158,0.002421,4,0.002137
14243,0.14625,7248.858974358969,-4484.756410256407,1.0,,0.868375,,,,0.123056,,,1,0.024611
14249,0.233125,9838.172922252008,-4620.009383378012,1.0,0.732449,,,0.582474,0.051355,,,0.026239,2,0.019455
14289,0.220625,9562.88526912182,-4370.179886685553,1.0,,1.124728,,4.469713,,0.159383,,0.201349,2,0.102349
14298,0.165625,-41609.08490566038,-4422.8962264150905,1.0,0.293099,0.396296,0.555434,0.830816,0.020551,0.056158,0.056579,0.037426,4,0.042586
14329,0.29125,-41264.44849785408,-4634.5321888412,1.0,-0.693894,0.16153,0.364489,0.241948,0.0,0.02289,0.037129,0.010899,4,0.017675
14364,0.203125,-9305.192307692305,-4638.653846153844,1.0,0.554694,-1.790591,-0.02161,-0.323703,0.038892,0.0,0.0,0.0,4,0.007778
14368,0.158125,35938.92687747035,-4676.27865612648,1.0,,,,,,,,,0,0.0
14387,0.595,24402.49369747899,-4906.537815126052,0.9937,,,,,,,,,0,0.0
14396,0.16875,5712.648148148153,-5221.444444444445,1.0,0.083724,0.627801,,,0.00587,0.088964,,,2,0.018967
14404,0.10375,-39260.43975903615,-4993.777108433729,1.0,,-0.429899,1.080572,,,0.0,0.110073,,2,0.027518
14425,0.149375,7409.541841004182,-4863.307531380749,1.0,1.162329,,,,0.081496,,,,1,0.016299
14436,0.674375,-41494.84661723818,-5363.633456904543,1.0,,-0.521826,0.325564,,,0.0,0.033164,,2,0.008291
14454,0.215,34804.73255813954,-4821.811046511626,1.0,,,,,,,,,0,0.0
14485,0.304375,-40872.471252566735,-4998.832648870637,1.0,,-1.187254,0.533866,,,0.0,0.054382,,2,0.013596
14498,0.210625,-43872.08753709199,-5054.767062314539,1.0,,-0.096226,0.521716,-1.724762,,0.0,0.053145,0.0,3,0.013286
14524,0.14125,39803.26106194689,-5235.451327433628,1.0,,,,,,,,,0,0.0
14533,0.15375,-41875.29674796748,-5291.674796747968,1.0,,-0.485714,,,,0.0,,,1,0.0
14553,0.24875,7084.675879396978,-5211.057788944723,1.0,-0.657434,1.098632,,,0.0,0.155685,,,2,0.031137
14567,0.1,43229.65625,-5339.8125,1.0,1.089397,0.827873,,,0.076383,0.117316,,,2,0.03874
14628,0.379375,-40307.7899505766,-5392.292421746293,1.0,,-2.105892,0.952711,,,0.0,0.097048,,2,0.024262
14665,0.100625,-26826.74223602485,-5876.208074534159,1.0,0.664185,0.439433,,,0.046569,0.062271,,,2,0.021768
14668,0.389375,25614.989566613163,-5925.503210272873,1.0,0.035714,,,,0.002504,,,,1,0.000501
14679,0.248125,7113.039042821161,-5868.3287153652345,1.0,,1.143466,,,,0.162038,,,1,0.032408
14692,0.098125,39241.6974522293,-5685.168789808915,1.0,,1.232039,-0.102014,,,0.17459,0.0,,2,0.034918
14707,0.2475,7892.808080808085,-6084.8535353535335,1.0,,2.070686,1.204334,,,0.293432,0.12268,,2,0.089356
14711,0.285,-40667.44078947369,-5683.54605263158,1.0,-0.285301,0.008133,-0.375304,-2.145191,0.0,0.001153,0.0,0.0,4,0.000231
14720,0.1175,26213.329787234048,-5796.973404255325,1.0,1.015846,,,,0.071226,,,,1,0.014245
14732,0.163125,-41802.89463601533,-5915.879310344826,1.0,-0.187483,0.092903,-0.789859,0.191547,0.0,0.013165,0.0,0.008629,4,0.005653
14734,0.335625,-26203.432960893857,-6021.194599627561,1.0,0.528885,0.212843,0.164384,,0.037083,0.030162,0.016745,,3,0.017635
14742,0.319375,-43027.06555772994,-5786.82876712329,1.0,0.531808,-0.187549,-0.186465,,0.037288,0.0,0.0,,3,0.007458
14750,0.180625,-41129.47923875433,-5889.119377162628,1.0,0.234059,0.12616,-0.836747,,0.016411,0.017878,0.0,,3,0.006858
14756,0.21375,-25222.429824561405,-6040.508771929817,1.0,0.517197,0.398793,-0.100309,0.659951,0.036263,0.056512,0.0,0.029729,4,0.02896
14769,0.329375,-26596.79981024668,-6299.025616698295,1.0,0.545049,0.209459,-0.080439,0.991109,0.038216,0.029682,0.0,0.044647,4,0.029206
14783,0.29,35449.06896551725,-6095.728448275862,1.0,,,,,,,,,0,0.0
14803,0.14125,-42512.22566371682,-6140.982300884956,1.0,-1.544067,-0.002728,-0.451192,2.084119,0.0,0.0,0.0,0.093884,4,0.032859
14805,0.48125,7442.8441558441555,-6196.058441558445,1.0,-1.855974,2.328717,0.750903,,0.0,0.329997,0.076491,,3,0.085122
14810,0.14875,36345.29831932773,-6083.113445378149,1.0,,,,,,,,,0,0.0
14820,0.67125,23467.4469273743,-5883.159217877095,1.0,,,,,,,,,0,0.0
14829,0.335625,27956.203910614524,-6173.848230912474,1.0,,,,,,,,,0,0.0
14837,0.1325,8236.764150943396,-6357.518867924533,1.0,,1.508741,-2.361111,,,0.2138,0.0,,2,0.04276
14846,0.086875,-2751.0395683453244,-6217.485611510791,1.0,-0.162358,-0.053543,0.009395,0.153404,0.0,0.0,0.000957,0.00691,4,0.002658
14848,0.220625,40670.60481586402,-6271.950424929186,1.0,,,,,,,,,0,0.0
14873,0.2625,35013.25,-6734.321428571435,1.0,,,,,,,,,0,0.0
14886,0.2625,-41267.04761904762,-6342.53571428571,1.0,-0.386782,0.068331,0.049472,0.348742,0.0,0.009683,0.005039,0.01571,4,0.008695
14891,0.90375,26645.506224066383,-6140.699861687412,1.0,1.019502,,,,0.071482,,,,1,0.014296
14895,0.31,-25089.5120967742,-6473.189516129038,1.0,0.31382,-0.100769,0.731723,-0.904619,0.022003,0.0,0.074537,0.0,4,0.023035
14906,0.28,10147.267857142857,-6792.915178571435,1.0,,,,,,,,,0,0.0
14910,0.093125,-42661.57382550336,-6392.117449664431,1.0,0.184602,0.158812,-0.289002,0.293348,0.012943,0.022505,0.0,0.013215,4,0.011715
14933,0.309375,8057.631313131307,-6783.641414141413,1.0,,,,,,,,,0,0.0
14946,0.78875,-43419.87400950872,-6408.354992076071,1.0,-0.814429,0.182257,-0.059229,1.353936,0.0,0.025827,0.0,0.060991,4,0.026512
14960,0.49,-42937.330357142855,-6843.409438775503,1.0,0.364256,-0.000599,-0.322273,1.005022,0.02554,0.0,0.0,0.045274,4,0.020954
14980,0.49625,40348.838790932,-6706.710327455912,1.0,,,,,,,,,0,0.0
14992,0.108125,41810.91618497109,-6677.96820809249,1.0,,,,,,,,,0,0.0
15008,0.113125,9844.113259668506,-6876.571823204416,1.0,,,1.201555,,,,0.122397,,1,0.030599
15010,0.084375,-40574.759259259255,-6795.2407407407445,1.0,-0.108777,0.344301,-1.322455,,0.0,0.04879,0.0,,3,0.009758
15015,0.625625,35754.91958041958,-6962.012487512489,1.0,,,,,,,,,0,0.0
15056,0.73875,27516.547377326555,-6835.096446700503,1.0,,,0.959088,,,,0.097698,,1,0.024424
15082,0.626875,-42023.9297108674,-7097.206879361918,1.0,0.368463,0.075742,-0.205382,0.078822,0.025835,0.010733,0.0,0.003551,4,0.008556
15104,0.088125,32622.54964539007,-7040.634751773054,1.0,,,-0.024974,,,,0.0,,1,0.0
15107,0.09375,-44645.333333333336,-7177.666666666664,1.0,-0.212098,0.395173,,,0.0,0.055999,,,2,0.0112
15118,0.54875,34453.05922551252,-6754.625284738038,1.0,-0.473988,,,,0.0,,,,1,0.0
15119,0.116875,41511.66577540107,-6943.350267379683,1.0,,,,,,,,,0,0.0
15141,0.218125,-43689.32521489971,-7146.849570200575,1.0,0.196958,0.341398,-0.338073,-0.329506,0.01381,0.048379,0.0,0.0,4,0.012438
15206,0.08875,7057.950704225354,-7406.3661971831025,1.0,0.708699,0.819221,,,0.04969,0.11609,,,2,0.033156
15212,0.156875,35937.04980079681,-7588.743027888449,1.0,,,,,,,,,0,0.0
15213,0.3225,40631.08914728682,-7746.980620155031,1.0,1.785603,,,,0.125197,,,,1,0.025039
15216,0.68625,-43002.594717668486,-7453.689435336979,1.0,0.159657,0.023183,1.348553,-5.362832,0.011194,0.003285,0.137371,0.0,4,0.037239
15261,0.935625,34206.96492985972,-7554.493319973277,1.0,,,,,,,,,0,0.0
15278,0.550625,32434.403518728723,-7803.586265607257,1.0,,,,,,,,,0,0.0
15285,1.356875,25383.70082911101,-7324.3502994012015,1.0,,,4.088872,,,,0.416514,,1,0.104128
15324,0.38625,6621.708737864079,-7673.205501618118,1.0,0.599944,0.502717,,,0.042065,0.071239,,,2,0.022661
15326,0.1825,-42963.25684931507,-7863.969178082196,1.0,,-0.499264,1.186722,-4.364706,,0.0,0.120886,0.0,3,0.030222
15357,0.29875,34791.39330543933,-8022.041841004182,1.0,,,,2.097318,,,,0.094479,1,0.033068
15378,1.5875,28185.01181102362,-7387.364173228343,1.0,,,,,,,,,0,0.0
15393,0.466875,31835.6780455154,-7849.935073627843,1.0,,1.963422,,,,0.278232,,,1,0.055646
15474,0.1575,29160.21428571429,-8096.523809523809,1.0,2.120981,2.128332,,,0.148712,0.301601,,,2,0.090063
15491,0.136875,25389.340182648404,-8123.929223744286,1.0,,1.635659,,,,0.231786,,,1,0.046357
15494,0.436875,36664.41416309013,-8163.627324749643,1.0,1.129734,,0.916393,,0.079211,,0.093349,,2,0.039179
15527,0.165,24975.636363636368,-8232.265151515152,1.0,,2.229489,,,,0.315936,,,1,0.063187
15536,0.101875,32529.25460122699,-8466.064417177913,1.0,2.740821,,3.263017,,0.192172,,0.332388,,2,0.121531
15544,0.195625,29384.40415335464,-8331.20926517572,1.0,,,,,,,,,0,0.0
15548,1.36375,-42871.82218148487,-8135.395967002747,1.0,1.079665,-1.403518,0.916009,,0.0757,0.0,0.093309,,3,0.038467
15562,3.0725,35344.50610252237,-8567.522782750202,1.0,,,0.842105,,,,0.085781,,1,0.021445
15570,0.115,26871.510869565216,-8358.467391304352,1.0,,,,,,,,,0,0.0
15595,0.438125,29807.59557774608,-8785.840941512128,1.0,,,,,,,,,0,0.0
15599,0.65875,-42299.64611005693,-8514.893738140418,1.0,0.781468,-2.281672,,-0.106351,0.054792,0.0,,0.0,3,0.010958
