region_id,area_km2,geo_x,geo_y,m3_valid_pct,BD1000,BD2000,OH_SPECTRAL_INDICATOR,ICE_SPECTRAL_INDICATOR,BD1000_norm,BD2000_norm,OH_SPECTRAL_INDICATOR_norm,ICE_SPECTRAL_INDICATOR_norm,n_valid_m3_indices,Science_Score
15625,0.181875,25657.231958762888,-8471.235395189004,1.0,,,,,,,,,0,0.0
15641,0.200625,34864.29750778816,-8593.736760124615,1.0,,,0.979417,1.447236,,,0.099769,0.065194,2,0.04776
15647,0.11375,30533.153846153844,-8681.780219780216,1.0,,,,,,,,,0,0.0
15648,0.20125,36919.142857142855,-8702.838509316767,1.0,-0.521684,-0.094567,0.170359,-0.738588,0.0,0.0,0.017354,0.0,4,0.004338
15654,0.1625,-22012.903846153848,-8675.461538461539,1.0,-0.146642,-0.070626,0.008557,0.052078,0.0,0.0,0.000872,0.002346,4,0.001039
15678,0.209375,-43204.90298507463,-8809.5,1.0,6.687345,-1.269556,,,0.468881,0.0,,,2,0.093776
15693,0.0825,36589.27272727272,-8747.037878787873,1.0,,0.033124,0.263744,-1.416393,,0.004694,0.026866,0.0,3,0.007655
15701,0.115,24958.875,-8757.108695652176,1.0,,,,,,,,,0,0.0
15703,0.258125,-17125.742130750605,-8467.599273607746,1.0,0.44783,0.898968,-0.045201,,0.031399,0.127391,0.0,,3,0.031758
15714,0.2025,39330.518518518526,-8729.746913580246,1.0,-0.71334,0.283095,0.582897,0.061175,0.0,0.040117,0.059377,0.002756,4,0.023832
15739,0.11375,-43583.46703296703,-8944.005494505494,1.0,1.904092,-0.167427,-0.009649,,0.133505,0.0,0.0,,3,0.026701
15755,2.859375,26274.18306010929,-8772.390710382511,1.0,,,,,,,,,0,0.0
15756,0.08375,37785.13432835821,-9014.611940298506,1.0,0.019972,,,,0.0014,,,,1,0.00028
15777,0.09,-16465.777777777777,-9164.430555555557,1.0,0.474437,-1.07765,0.22097,1.856303,0.033265,0.0,0.022509,0.083621,4,0.041548
15855,0.68625,29206.763205828785,-9390.938979963576,1.0,,-0.469342,,,,0.0,,,1,0.0
15869,0.1125,38745.88888888889,-9398.805555555557,1.0,,1.062802,7.184919,,,0.150607,0.731894,,2,0.213095
15882,0.43375,40040.566282420754,-9670.033141210375,1.0,,,,,,,,,0,0.0
15922,0.085625,36554.97445255474,-9652.96715328467,1.0,,1.218873,,,,0.172724,,,1,0.034545
16012,0.226875,25408.86639118458,-9670.849862258954,1.0,0.608749,,,,0.042682,,,,1,0.008536
16026,1.136875,41519.24986256185,-9900.79191863662,1.0,,,,,,,,,0,0.0
16062,0.154375,39098.08299595141,-10139.682186234815,1.0,,,,3.621469,,,,0.163137,1,0.057098
16067,0.193125,35335.34142394822,-10239.872168284784,1.0,,,,,,,,,0,0.0
16076,0.264375,34887.02955082743,-9922.313238770686,1.0,,,,,,,,,0,0.0
16089,0.219375,35889.457264957266,-10220.867521367516,1.0,,,,,,,,,0,0.0
16107,0.28875,38356.80519480519,-10197.66017316017,1.0,,,,,,,,,0,0.0
16135,0.3175,39522.67913385827,-10033.309055118116,1.0,,,,,,,,,0,0.0
16139,0.288125,37582.68872017354,-10138.05748373102,1.0,1.925453,,,,0.135002,,,,1,0.027
16145,0.294375,41831.29405520171,-10763.884288747351,1.0,,,,,,,,,0,0.0
16166,2.075625,26721.270551038848,-10474.2591087022,1.0,,,,,,,,,0,0.0
16170,0.235,37265.32446808511,-10534.273936170212,1.0,,,,,,,,,0,0.0
16190,0.68625,23249.841530054648,-10717.874316939888,1.0,,,,,,,,,0,0.0
16199,0.426875,41183.65080527087,-10551.769399707176,1.0,,,,,,,,,0,0.0
16201,0.303125,21144.5,-10744.13917525774,1.0,,1.014415,,,,0.143751,,,1,0.02875
16206,0.8975,40502.32033426185,-10529.722841225625,1.0,,,,,,,,,0,0.0
16224,0.31375,39261.551792828686,-10645.316733067724,1.0,,,,,,,,,0,0.0
16241,0.143125,-8401.482532751092,-10718.823144104805,1.0,-0.184118,-0.129701,0.077187,0.014822,0.0,0.0,0.007863,0.000668,4,0.0022
16256,0.28125,37696.38888888889,-10663.333333333328,1.0,,1.596595,,,,0.22625,,,1,0.04525
16316,0.189375,27203.70792079208,-11073.42739273928,1.0,,,,,,,,,0,0.0
16350,0.303125,39419.60309278351,-11415.221649484534,1.0,,,,,,,,,0,0.0
16385,0.084375,38717.0925925926,-11364.5,1.0,,,,,,,,,0,0.0
16394,0.138125,41082.87104072399,-11209.228506787324,1.0,,,,,,,,,0,0.0
16403,0.36,42350.75868055555,-11411.869791666664,1.0,1.306556,,,,0.091609,,,,1,0.018322
16444,0.081875,35576.40839694657,-11561.713740458012,1.0,,,,,,,,,0,0.0
16466,0.439375,28032.181365576107,-11628.909672830729,1.0,,,,,,,,,0,0.0
16524,0.094375,38446.68543046358,-11863.407284768213,1.0,1.88042,,,,0.131845,,,,1,0.026369
16531,0.525,21550.035714285725,-12354.619047619051,1.0,,,,,,,,,0,0.0
16603,0.08875,34825.73239436619,-12161.471830985916,1.0,,,,,,,,,0,0.0
16614,0.220625,38755.803116147305,-12143.48016997167,1.0,,,,,,,,,0,0.0
16640,0.125625,21819.524875621893,-12085.19651741293,1.0,,,,,,,,,0,0.0
16723,0.468125,-36440.353137516686,-12428.972630173565,1.0,0.125015,0.122227,0.373103,0.407309,0.008765,0.017321,0.038006,0.018348,4,0.02114
16797,0.101875,-36663.38343558282,-12778.180981595098,1.0,1.006024,,2.762084,,0.070537,,0.28136,,2,0.084447
16879,0.101875,-123.81288343558845,-12997.506134969328,0.454,,,,,,,,,0,0.0
17161,0.6125,-32339.658163265307,-13765.877551020414,1.0,0.311229,-0.15428,-0.00661,0.280321,0.021822,0.0,0.0,0.012628,4,0.008784
17207,0.23,-31488.339673913044,-13930.75,1.0,0.170813,-0.013541,0.383945,0.758921,0.011976,0.0,0.039111,0.034187,4,0.024138
17307,0.084375,-12976.055555555557,-14465.7962962963,1.0,-0.030445,-0.006352,0.113159,0.031751,0.0,0.0,0.011527,0.00143,4,0.003382
17327,0.19875,18488.02201257862,-14627.723270440256,1.0,,,1.017841,,,,0.103683,,1,0.025921
17360,0.366875,18067.0468483816,-14310.019591141398,1.0,,,7.461999,,,,0.760118,,1,0.19003
17418,0.178125,18986.166666666664,-14794.412280701748,1.0,,1.355078,0.680362,,,0.192025,0.069305,,2,0.055731
17426,0.16,21400.37890625,-14771.1796875,1.0,,1.357396,2.949143,,,0.192354,0.300415,,2,0.113575
17562,0.855,19656.29824561404,-15715.36257309941,1.0,,,,,,,,,0,0.0
17586,1.09875,18703.15472127418,-15478.965301478958,1.0,,-0.271916,,,,0.0,,,1,0.0
17662,0.119375,18142.03926701571,-15571.489528795812,1.0,,,,,,,,,0,0.0
17730,0.21,-8945.886904761901,-15837.297619047618,1.0,0.483525,-0.193373,,,0.033902,0.0,,,2,0.00678
17765,0.17,3571.926470588238,-15912.643382352937,1.0,0.739598,1.573709,,,0.051857,0.223007,,,2,0.054973
17796,0.31125,23911.698795180724,-15762.0,1.0,,,,,,,,,0,0.0
17851,0.435,-8321.297413793101,-15789.550287356324,1.0,0.667504,-0.132806,,,0.046802,0.0,,,2,0.00936
17872,0.285625,16191.34901531729,-16085.933260393867,1.0,,0.381072,,,,0.054001,,,1,0.0108
17885,0.088125,32065.812056737588,-16344.890070921989,1.0,,,,,,,,,0,0.0
17943,0.106875,31663.535087719298,-16469.96783625731,1.0,1.809365,,,,0.126863,,,,1,0.025373
17949,0.596875,20307.798429319373,-16581.280104712037,1.0,,,,,,,,,0,0.0
17966,0.278125,37456.01685393258,-16219.050561797754,1.0,,,-3.159537,,,,0.0,,1,0.0
18071,0.091875,-7565.806122448979,-17006.642857142855,1.0,,1.612903,,,,0.228561,,,1,0.045712
18124,0.109375,15824.5,-16898.071428571428,1.0,,,,,,,,,0,0.0
18135,0.243125,-10707.376606683809,-17106.8264781491,1.0,1.111959,,,,0.077965,,,,1,0.015593
18141,0.081875,22454.46183206106,-16909.423664122143,1.0,,1.454766,,,,0.206152,,,1,0.04123
18153,2.568125,24057.257361888536,-16933.023971769282,1.0,,,,,,,,,0,0.0
18154,0.32375,27777.78185328185,-17082.270270270274,1.0,,,,,,,,,0,0.0
18209,0.0925,29394.0945945946,-17132.608108108107,1.0,,,,,,,,,0,0.0
18220,0.2025,21227.58641975309,-17213.08024691358,1.0,,,,,,,,,0,0.0
18263,0.126875,25072.16009852217,-17342.357142857145,1.0,,,,,,,,,0,0.0
18277,0.188125,-17500.33388704319,-17325.911960132893,1.0,-1.506316,0.782989,,,0.0,0.110956,,,2,0.022191
18317,0.49625,24642.47858942065,-17467.226700251886,1.0,,,,,,,,,0,0.0
18366,0.26,17093.370192307688,-17493.189903846156,1.0,2.253215,,,,0.157983,,,,1,0.031597
18378,0.18625,22298.9966442953,-17819.13087248322,1.0,,,,,,,,,0,0.0
18404,0.2525,23105.873762376228,-17631.55445544554,1.0,,,,,,,,,0,0.0
18494,0.1325,-29815.830188679247,-18172.96698113207,1.0,0.211414,0.636349,0.386754,,0.014823,0.090176,0.039397,,3,0.030849
18599,0.088125,18528.75531914893,-18221.66312056737,1.0,,,0.257851,,,,0.026266,,1,0.006566
18647,0.08125,16498.92307692307,-18236.03846153846,1.0,1.053061,,-0.91656,,0.073835,,0.0,,2,0.014767
18932,0.085625,-32701.22992700729,-19316.288321167885,1.0,0.092542,-0.115663,0.247628,-0.077507,0.006489,0.0,0.025225,0.0,4,0.007604
18961,1.26875,10518.7118226601,-18837.689655172413,1.0,,,,,,,,,0,0.0
18970,0.115,14905.206521739128,-19128.84782608696,1.0,,,0.989051,,,,0.10075,,1,0.025188
18972,0.561875,-29610.51112347052,-19309.45550611792,1.0,0.063129,-0.313516,1.184745,,0.004426,0.0,0.120684,,3,0.031056
18981,0.153125,25119.19387755102,-19506.84693877552,1.0,,,,,,,,,0,0.0
19032,0.481875,24818.04734111544,-19131.43904020752,1.0,1.584314,,-0.916993,,0.111084,,0.0,,2,0.022217
19118,0.106875,8917.043859649115,-19831.51754385965,1.0,1.857247,,1.307059,,0.13022,,0.133144,,2,0.05933
19245,0.31125,9382.88353413654,-19894.78112449799,1.0,,,1.257267,,,,0.128072,,1,0.032018
19270,1.92375,-33398.57504873294,-19630.047433398307,1.0,0.072633,-0.044581,-0.134291,0.589699,0.005093,0.0,0.0,0.026564,4,0.010316
19299,0.24125,-31689.10103626943,-20193.08808290155,1.0,0.076469,-0.170352,0.020798,-0.224177,0.005362,0.0,0.002119,0.0,4,0.001602
19320,0.236875,24505.040897097628,-20339.671503957783,1.0,,,,,,,,,0,0.0
19394,0.209375,-32865.94776119403,-20398.604477611952,1.0,0.073755,-0.110001,-0.070662,0.04075,0.005171,0.0,0.0,0.001836,4,0.001677
19430,0.140625,7121.833333333336,-20623.83333333333,1.0,,-0.422701,-6.678444,,,0.0,0.0,,2,0.0
19447,1.446875,-31727.508639308857,-20889.921166306696,1.0,-0.005217,-0.438668,-0.878812,,0.0,0.0,0.0,,3,0.0
19608,1.41375,19794.703359858533,-20838.17152961981,1.0,,,,,,,,,0,0.0
19676,0.87,2580.6961206896594,-20962.08979885057,1.0,0.334642,,-4.69066,4.945038,0.023463,,0.0,0.222761,3,0.082659
19701,0.121875,-31166.52564102564,-21277.705128205125,1.0,-0.839047,,-1.539997,,0.0,,0.0,,2,0.0
19774,0.953125,-3375.7131147541004,-21934.336065573763,1.0,-0.160885,-0.04485,-0.679949,1.091307,0.0,0.0,0.0,0.04916,4,0.017206
19776,0.22625,9504.679558011048,-21402.19337016574,1.0,,0.63074,4.020906,,,0.089381,0.409591,,2,0.120274
19797,0.27125,10086.769585253453,-21206.873271889403,1.0,,,,,,,,,0,0.0
19814,0.339375,2915.15377532228,-21428.50552486188,1.0,-0.856363,-1.908845,,,0.0,0.0,,,2,0.0
19826,0.134375,8576.01162790697,-21814.03488372093,1.0,,0.891979,,,,0.1264,,,1,0.02528
19849,0.150625,-32693.86099585062,-21342.65352697096,1.0,-1.105847,-1.494633,-0.690009,,0.0,0.0,0.0,,3,0.0
19861,0.454375,-30773.196011004125,-21434.781980742773,1.0,-0.631675,-1.929541,-0.703583,3.997892,0.0,0.0,0.0,0.180094,4,0.063033
19866,1.4425,5482.905545927213,-21849.153379549403,1.0,,0.440299,,,,0.062394,,,1,0.012479
19946,0.201875,22431.69814241485,-21790.98606811145,1.0,,,2.164852,,,,0.220523,,1,0.055131
19955,0.243125,20914.795629820044,-21694.230077120825,1.0,,,4.568569,,,,0.465378,,1,0.116344
19964,0.280625,3130.290645879737,-21941.482182628068,1.0,-2.626607,0.876496,,7.459848,0.0,0.124206,,0.336046,3,0.142457
19970,0.739375,-28518.1246830093,-21882.276838546062,1.0,0.01978,0.542667,0.504438,-1.303392,0.001387,0.0769,0.051385,0.0,4,0.028504
19983,0.2675,1924.091121495323,-21511.64953271029,1.0,-0.955591,,2.735321,,0.0,,0.278634,,2,0.069658
20005,1.27,1419.6279527559018,-21495.53838582677,1.0,-0.574334,-1.044094,,,0.0,0.0,,,2,0.0
20014,0.223125,-32078.37114845938,-22155.87254901961,1.0,0.111689,0.564415,0.356006,-0.647351,0.007831,0.079982,0.036265,0.0,4,0.026629
20087,0.12125,-14362.097938144332,-22034.551546391755,1.0,-0.257486,-0.078012,-0.032075,0.024468,0.0,0.0,0.0,0.001102,4,0.000386
20100,0.959375,-33845.190553745924,-22195.363192182413,1.0,-0.076375,0.341134,0.213482,-0.502069,0.0,0.048341,0.021746,0.0,4,0.015105
20143,0.133125,-28357.894366197183,-22384.12441314553,1.0,,0.422794,0.563049,,,0.059913,0.057355,,2,0.026321
20253,0.125625,-36356.843283582086,-22648.13184079602,1.0,-0.316684,1.812225,0.437286,0.66191,0.0,0.256806,0.044544,0.029817,4,0.072933
20254,0.556875,-32601.67845117845,-22487.12626262626,1.0,-0.06772,0.772214,0.411768,-0.218447,0.0,0.109429,0.041945,0.0,4,0.032372
20270,0.233125,-26594.46782841823,-22401.44369973192,1.0,0.650586,1.108025,-0.103296,,0.045616,0.157016,0.0,,3,0.040526
20302,0.13,26954.54807692308,-22643.490384615376,1.0,0.750638,,,,0.052631,,,,1,0.010526
20335,0.144375,-32679.720779220777,-22916.166666666657,1.0,-0.039536,0.253537,-0.817366,0.048668,0.0,0.035928,0.0,0.002192,4,0.007953
20353,0.3075,-34764.37195121951,-22988.47357723578,1.0,0.124283,0.052231,-0.249272,0.462831,0.008714,0.007402,0.0,0.020849,4,0.01052
20387,1.60625,-25750.94747081712,-23140.122568093386,1.0,,0.170966,-5.49732,,,0.024227,0.0,,2,0.004845
20451,2.14125,-33812.46001167542,-23246.8292469352,1.0,0.004525,0.04109,-0.811726,0.204775,0.000317,0.005823,0.0,0.009225,4,0.004457
20457,0.25875,202.2777777777737,-23020.333333333343,0.57,,,,,,,,,0,0.0
20469,0.16125,-1876.468992248061,-23282.25193798449,1.0,-0.335674,-0.166327,,,0.0,0.0,,,2,0.0
20497,0.4025,6667.745341614907,-23230.28416149068,1.0,-0.039118,,,,0.0,,,,1,0.0
20678,0.16875,-33896.61111111111,-23832.0,1.0,0.03006,-0.299773,-0.607867,0.7823,0.002108,0.0,0.0,0.035241,4,0.012756
20716,0.2825,-26776.772123893803,-23830.584070796467,1.0,,,2.804808,,,,0.285712,,1,0.071428
20721,0.2125,3060.161764705881,-23712.95588235295,1.0,0.541608,,,,0.037975,,,,1,0.007595
20722,0.08125,4294.884615384617,-23862.76923076924,1.0,0.038104,,0.937898,,0.002672,,0.095539,,2,0.024419
20802,0.313125,-32255.58982035928,-24146.75548902196,1.0,-0.471466,-0.245506,-0.496049,1.259361,0.0,0.0,0.0,0.056731,4,0.019856
20807,0.77125,1583.0696920583505,-23779.99027552674,1.0,0.597246,,,,0.041876,,,,1,0.008375
20818,0.248125,-26784.69395465995,-24352.77455919396,1.0,-2.671605,0.115953,1.358915,,0.0,0.016431,0.138426,,3,0.037893
20824,0.22125,13432.97457627119,-24106.844632768363,1.0,,,0.811376,,,,0.082651,,1,0.020663
20830,0.213125,-27162.01026392962,-24292.755131964805,1.0,-3.341741,,1.685884,,0.0,,0.171733,,2,0.042933
20942,0.079375,-1431.0118110236217,-24446.94094488189,1.0,-0.082943,,1.145131,,0.0,,0.116649,,2,0.029162
20949,0.85625,28929.90145985401,-24643.93430656934,1.0,,,,,,,,,0,0.0
20996,0.365,-27642.494863013697,-24836.443493150684,1.0,-0.366079,0.359649,1.570463,,0.0,0.050965,0.159976,,3,0.050187
21007,0.260625,-33129.03717026379,-24488.28896882494,1.0,-0.043549,-0.580673,-0.441965,,0.0,0.0,0.0,,3,0.0
21038,0.989375,-4306.48547062539,-24769.856917245736,1.0,0.535309,0.359105,,,0.037533,0.050888,,,2,0.017684
21095,0.2175,-27062.6408045977,-24849.42816091953,1.0,,,1.198007,,,,0.122035,,1,0.030509
21112,0.24875,-37425.5,-25024.43718592965,1.0,-2.729717,0.115911,-1.190195,,0.0,0.016425,0.0,,3,0.003285
21129,1.22125,5555.155066530191,-24569.190378710337,1.0,,,,,,,,,0,0.0
21159,0.0875,-6679.785714285717,-24991.82142857142,1.0,0.736598,,,,0.051646,,,,1,0.010329
21278,0.115,-28167.07608695652,-25233.19565217392,1.0,,0.175819,1.659778,,,0.024915,0.169074,,2,0.047252
21282,0.739375,13608.988588334738,-25388.32079459002,1.0,,,,,,,,,0,0.0
21301,0.145625,29881.474248927043,-25317.0965665236,1.0,,,-0.110698,,,,0.0,,1,0.0
21392,0.2925,-36279.13247863248,-25706.92521367522,1.0,-0.019252,0.175602,-0.12617,,0.0,0.024884,0.0,,3,0.004977
21394,0.5125,-25930.13414634146,-25516.35975609756,1.0,1.064115,,,,0.07461,,,,1,0.014922
21423,0.645,14987.21802325581,-25937.67829457364,1.0,1.657952,,,,0.116247,,,,1,0.023249
21476,0.314375,-33679.47614314115,-25839.01292246522,1.0,0.241081,-0.673318,2.33437,,0.016903,0.0,0.237791,,3,0.062828
21477,0.395625,-23281.22669826224,-25574.77646129542,1.0,0.875862,1.303219,1.184324,,0.061411,0.184676,0.120641,,3,0.079378
21501,0.106875,-32721.40643274854,-25824.5,1.0,0.092434,-1.079348,1.635608,,0.006481,0.0,0.166612,,3,0.042949
21549,0.518125,-35669.61942098914,-25942.232207478883,1.0,0.870359,0.68038,1.10241,,0.061025,0.096415,0.112297,,3,0.059562
21553,0.170625,97.4853479853482,-26350.873626373635,0.2967,,,,,,,,,0,0.0
21555,0.146875,15537.478723404252,-26150.56382978724,1.0,0.819559,,2.803828,,0.057463,,0.285613,,2,0.082896
21568,0.175,16123.964285714284,-26260.57142857142,1.0,0.522841,,2.125698,,0.036659,,0.216535,,2,0.061466
21651,1.220625,16555.081157194058,-26487.710445468503,1.0,0.82991,,,,0.058189,,,,1,0.011638
21695,0.0825,15833.969696969696,-26468.060606060608,1.0,,,1.455943,,,,0.14831,,1,0.037078
21704,0.48625,-33532.95501285347,-26371.415167095125,1.0,0.695179,,3.632653,,0.048742,,0.370041,,2,0.102259
21791,0.139375,13272.706278026904,-26706.450672645733,1.0,,,,,,,,,0,0.0
21792,0.170625,15540.159340659338,-26601.42307692308,1.0,,,2.722256,,,,0.277303,,1,0.069326
21810,0.108125,-22410.326589595374,-26590.395953757223,1.0,,,3.735863,,,,0.380555,,1,0.095139
21846,0.60125,15072.706860706863,-26549.13617463618,1.0,1.788243,,3.00707,,0.125382,,0.306316,,2,0.101655
21880,0.23375,-35753.77540106952,-26690.00802139037,1.0,0.924879,0.820051,0.591549,-1.96165,0.064848,0.116208,0.060258,0.0,4,0.051276
21897,0.081875,-30428.553435114503,-26975.645038167942,1.0,0.179178,-0.247525,0.417054,,0.012563,0.0,0.042483,,3,0.013133
21924,0.3125,-31733.6,-27268.550000000003,1.0,-0.558997,-0.465499,-0.365088,-1.200654,0.0,0.0,0.0,0.0,4,0.0
21937,0.48125,-26600.175324675325,-27189.82467532468,1.0,0.089226,,,,0.006256,,,,1,0.001251
22013,0.221875,35230.06338028169,-27164.5,1.0,,0.95057,0.450652,,,0.134703,0.045906,,2,0.038417
22023,0.39625,15719.216088328074,-27268.900630914824,1.0,0.596874,,0.650388,0.289326,0.04185,,0.066252,0.013033,3,0.029495
22032,1.2525,-32252.57085828344,-27082.683632734523,1.0,-0.140426,-1.553876,0.318521,0.158073,0.0,0.0,0.032446,0.007121,4,0.010604
22033,0.215625,-27146.876811594204,-27197.543478260865,1.0,-0.106557,,,,0.0,,,,1,0.0
22123,1.258125,16656.392697466472,-27614.30377545952,1.0,0.918987,0.093639,2.1,,0.064434,0.013269,0.213917,,3,0.06902
22150,0.345625,15396.74231464738,-27810.666365280296,1.0,1.326052,,,,0.092976,,,,1,0.018595
22156,0.286875,14690.67647058823,-27779.61982570807,1.0,2.101794,0.169692,,,0.147367,0.024047,,,2,0.034283
22161,0.0975,-12650.820512820515,-27620.17307692308,1.0,-0.07678,-0.151381,-0.125761,0.147038,0.0,0.0,0.0,0.006624,4,0.002318
22164,0.8575,6780.039358600581,-27248.57069970845,1.0,,4.283442,,,,0.606997,,,1,0.121399
22175,0.10375,-32128.81325301205,-27689.56024096385,1.0,-0.807796,-4.525663,-0.047027,-2.503318,0.0,0.0,0.0,0.0,4,0.0
22193,0.2075,-27816.840361445786,-27990.162650602404,1.0,,1.822392,0.947564,0.350775,,0.258247,0.096524,0.015801,3,0.081311
22198,0.3725,-31144.0822147651,-27772.69630872483,1.0,-0.794473,-5.302562,0.687636,-3.926571,0.0,0.0,0.070046,0.0,4,0.017512
22215,0.32875,-31802.63878326996,-27907.48479087453,1.0,-0.85717,-3.092153,0.24651,-0.598974,0.0,0.0,0.025111,0.0,4,0.006278
22231,0.276875,15892.784424379235,-27841.48645598194,1.0,0.941915,,1.401743,,0.066042,,0.142789,,2,0.048906
22234,0.105,-28299.904761904763,-27834.0238095238,1.0,-0.105344,0.126428,0.507594,0.496938,0.0,0.017916,0.051706,0.022386,4,0.024345
22258,0.275625,-34108.946712018136,-28125.12358276645,1.0,-0.116621,-2.453026,0.955482,-0.619673,0.0,0.0,0.09733,0.0,4,0.024332
22273,0.21375,-28746.333333333336,-27989.192982456138,1.0,0.04712,0.248937,0.541083,0.303145,0.003304,0.035276,0.055118,0.013656,4,0.026275
22289,0.118125,-31531.58465608465,-28193.54761904762,1.0,-0.336775,0.479695,0.650307,-0.280887,0.0,0.067977,0.066244,0.0,4,0.030156
22303,0.441875,-30173.8026874116,-28246.88330975955,1.0,0.141109,0.554832,0.598766,-0.370666,0.009894,0.078624,0.060993,0.0,4,0.032952
22319,0.356875,14977.126970227677,-27809.657618213663,1.0,2.15251,,,,0.150922,,,,1,0.030184
22351,0.360625,-30881.17590987869,-28217.30762564992,1.0,-0.072362,0.569052,0.639611,-0.175879,0.0,0.080639,0.065154,0.0,4,0.032416
22355,0.239375,-1068.9725848563976,-28222.67232375979,1.0,0.029185,,-0.040038,0.447883,0.002046,,0.0,0.020176,3,0.007471
22360,0.415,-33977.8719879518,-28475.02710843373,1.0,0.056806,0.169395,0.845879,0.966857,0.003983,0.024005,0.086166,0.043554,4,0.042383
22361,0.3425,-28334.25912408759,-28315.558394160587,1.0,0.831928,0.253543,0.315238,0.271433,0.05833,0.035929,0.032112,0.012227,4,0.031159
22377,1.336875,-27408.237260402057,-28891.93805516596,1.0,0.863139,3.125792,0.468044,,0.060519,0.442949,0.047677,,3,0.112613
22379,0.14625,-325.2863247863206,-28357.08547008547,0.9188,0.552495,,0.223148,,0.038738,,0.022731,,2,0.01343
22383,0.105,-31840.67857142857,-28427.625,1.0,0.026266,0.347209,0.499712,0.139685,0.001842,0.049202,0.050903,0.006292,4,0.025137
22384,0.603125,-29243.634715025903,-28421.46891191709,1.0,0.438095,-0.253775,0.04755,-0.046944,0.030717,0.0,0.004844,0.0,4,0.007354
22402,0.124375,-31080.14824120603,-28564.19849246231,1.0,0.249421,0.279008,0.438446,0.849004,0.017488,0.039538,0.044662,0.038245,4,0.035956
22403,0.14375,-30627.02173913044,-28568.413043478256,1.0,0.120061,0.126974,0.298554,0.960628,0.008418,0.017993,0.030412,0.043274,4,0.028031
22409,0.08125,5399.884615384617,-28317.0,1.0,1.318216,0.273789,,,0.092426,0.038798,,,2,0.026245
22421,0.425,22528.94852941176,-28042.367647058825,1.0,,,,,,,,,0,0.0
22442,0.121875,-31473.57692307692,-28555.39743589744,1.0,0.310505,0.008721,0.45563,0.785114,0.021771,0.001236,0.046413,0.035367,4,0.028583
22443,0.27125,-27695.25806451613,-28368.163594470054,1.0,1.316804,,0.274227,,0.092327,,0.027934,,2,0.025449
22491,0.355625,16997.962214411244,-28504.816344463965,1.0,1.127896,1.15,,,0.079082,0.162964,,,2,0.048409
22493,0.31375,-32293.77689243028,-28762.14940239044,1.0,0.061241,0.129912,0.225358,0.098869,0.004294,0.01841,0.022956,0.004454,4,0.011839
22495,0.70625,-2666.407079646022,-27909.45575221238,1.0,-0.947039,1.268685,1.121223,0.453979,0.0,0.179783,0.114214,0.020451,4,0.071668
22496,0.180625,5476.66262975779,-28596.039792387543,1.0,0.854667,-0.473127,,,0.059925,0.0,,,2,0.011985
22504,0.2,17493.015625,-28767.9375,1.0,0.852757,1.073265,,,0.059791,0.15209,,,2,0.042376
22527,0.1125,15665.611111111117,-28724.22222222222,1.0,,,,,,,,,0,0.0
22529,0.554375,-33049.3726042841,-28948.59808342728,1.0,0.168668,1.005437,0.040523,0.369885,0.011826,0.142478,0.004128,0.016662,4,0.037724
22532,0.1625,-28152.03846153846,-28783.73076923077,1.0,0.71371,,-0.060286,,0.050042,,0.0,,2,0.010008
22541,0.63375,-29613.049309664697,-28879.80078895464,1.0,-0.12,1.180109,-0.418429,2.777585,0.0,0.167231,0.0,0.125123,4,0.077239
22546,0.14375,16017.65217391304,-28697.0,1.0,0.008353,0.150927,,,0.000586,0.021388,,,2,0.004395
22547,0.468125,16350.668224299065,-28604.03938584779,1.0,0.562259,0.837795,,,0.039423,0.118722,,,2,0.031629
22566,0.135625,16770.8133640553,-28885.559907834104,1.0,0.812449,0.633028,,,0.056965,0.089705,,,2,0.029334
22606,0.146875,22992.37234042553,-29084.712765957447,1.0,,,,,,,,,0,0.0
22625,0.234375,28183.03333333333,-28801.966666666674,1.0,0.722291,,,,0.050643,,,,1,0.010129
22646,0.351875,-28797.52486678508,-29157.27087033748,1.0,-0.193766,1.953525,-0.869845,3.498788,0.0,0.27683,0.0,0.157611,4,0.11053
22702,0.184375,12750.09322033899,-28920.60169491525,1.0,,,,,,,,,0,0.0
22739,0.10875,-25388.14367816092,-29260.706896551725,1.0,,,,,,,,,0,0.0
22752,0.156875,-12649.205179282872,-29173.90239043825,1.0,-0.021312,-1.194605,0.242284,0.949412,0.0,0.0,0.02468,0.042768,4,0.021139
22756,0.17375,17428.546762589925,-29261.730215827338,1.0,,,,,,,,,0,0.0
22792,1.1275,-21819.25,-28893.05598669623,1.0,,,,,,,,,0,0.0
22826,0.12125,16758.262886597935,-29489.577319587625,1.0,0.661889,,,,0.046408,,,,1,0.009282
22843,0.17125,-5306.430656934303,-29760.175182481747,1.0,,,,,,,,,0,0.0
22854,1.085,4138.32488479263,-29407.190092165896,1.0,-0.393443,,-0.493056,,0.0,,0.0,,2,0.0
22876,0.5475,-13886.601598173516,-29926.26940639269,1.0,0.210274,0.154674,0.283815,-0.290704,0.014743,0.021919,0.028911,0.0,4,0.01456
22892,0.083125,4528.071428571428,-29601.37969924812,1.0,0.304183,,,,0.021328,,,,1,0.004266
22927,0.251875,13824.127791563276,-30008.37096774194,1.0,1.033374,,,,0.072455,,,,1,0.014491
22956,0.564375,-11650.721483942412,-30283.414728682168,1.0,0.607428,0.207663,-0.145127,,0.04259,0.029427,0.0,,3,0.014403
