region_id,area_km2,geo_x,geo_y,shadow_fraction,shadow_std,shadow_valid_px
337,0.00125,-3338.0,42250.5,0.0,0.0,2.0
338,0.003125,-1470.5,42215.5,0.0,0.0,5.0
339,0.828125,11147.047169811318,42281.08490566038,0.0107,0.0873,1325.0
340,0.01,11822.9375,42267.6875,0.1675,0.2918,16.0
341,0.008125,14643.730769230773,42187.03846153846,0.0,0.0,13.0
342,0.248125,-15804.845088161212,41728.27078085642,1e-04,0.002,397.0
343,0.055625,-8292.634831460673,42194.3202247191,1.0,0.0,89.0
344,0.118125,7098.309523809519,42135.55291005291,0.0578,0.1926,189.0
345,0.004375,-8143.357142857145,42100.5,1.0,0.0,7.0
346,0.00375,2878.6666666666715,42104.666666666664,0.0,0.0,6.0
347,0.004375,13260.21428571429,42096.92857142857,0.0,0.0,7.0
348,0.003125,-14475.5,42075.5,0.0,0.0,5.0
349,0.02875,7702.217391304352,42124.95652173913,0.0591,0.1911,46.0
350,0.005625,11038.38888888889,42078.27777777778,0.0,0.0,9.0
351,2.413125,-15847.366096866099,42092.43214193214,0.0012,0.0255,3761.0
352,0.02125,-15038.0,42100.5,0.0,0.0,34.0
353,0.015625,-13029.500000000004,42110.5,0.0,0.0,25.0
354,0.00375,2503.6666666666715,42054.666666666664,0.0,0.0,6.0
355,0.000625,-1825.5,42025.5,0.0,,1.0
356,2.0475,9712.831807081806,42870.806776556776,0.0347,0.1562,3276.0
357,0.000625,10399.5,42025.5,0.12,,1.0
358,0.00125,16512.0,42025.5,0.0,0.0,2.0
359,0.004375,-3096.9285714285725,42004.07142857143,0.0,0.0,7.0
360,0.01375,6876.772727272728,41972.09090909091,0.0,0.0,22.0
361,0.00875,9388.78571428571,42032.642857142855,0.52,0.3972,14.0
362,0.304375,11328.247433264893,41699.883983572894,0.0137,0.0912,487.0
363,0.004375,-17243.357142857145,41950.5,0.0,0.0,7.0
364,0.00375,-15350.5,41917.166666666664,0.0,0.0,6.0
365,0.000625,-14750.5,41925.5,0.0,,1.0
366,0.006875,-4575.5,41925.5,1.0,0.0,11.0
367,0.004375,-864.7857142857174,41932.642857142855,0.0,0.0,7.0
368,0.005,14037.0,41925.5,0.0,0.0,8.0
369,0.06,17036.479166666664,42066.90625,0.0,0.0,77.0
370,0.03375,-6740.777777777774,41954.2037037037,0.9593,0.1714,54.0
371,0.003125,2774.5,41900.5,0.0,0.0,5.0
372,0.080625,10602.79457364342,42080.151162790695,0.0,0.0,129.0
373,14.01625,16054.217738339423,40002.43971283332,0.0073,0.0815,22382.0
374,0.003125,-6200.5,41875.5,0.8,0.28,5.0
375,0.00125,-3725.5,41863.0,0.0,0.0,2.0
376,0.00875,-2770.142857142855,41864.78571428572,0.0,0.0,14.0
377,0.000625,12099.5,41875.5,0.0,,1.0
378,0.00375,3053.6666666666715,41854.666666666664,0.6,0.4172,6.0
379,0.005625,8310.61111111111,41808.833333333336,0.8,0.2522,9.0
380,0.0025,10155.75,41825.5,0.0,0.0,4.0
381,0.00125,12424.5,41838.0,0.0,0.0,2.0
382,0.00375,-13996.333333333332,41804.666666666664,0.2667,0.3646,6.0
383,0.003125,-2250.5,41800.5,0.0,0.0,5.0
384,0.003125,-1825.5,41800.5,0.0,0.0,5.0
385,0.000625,2574.5,41800.5,0.0,,1.0
386,0.000625,-16950.5,41775.5,0.72,,1.0
387,0.003125,-15590.499999999996,41735.5,0.0,0.0,5.0
388,0.00125,11349.5,41763.0,0.0,0.0,2.0
389,0.003125,13174.5,41750.5,0.312,0.3399,5.0
390,0.000625,-1400.5,41700.5,0.76,,1.0
391,0.00375,12682.833333333336,41696.333333333336,0.0,0.0,6.0
392,0.003125,-14700.5,41675.5,0.0,0.0,5.0
393,0.00125,-13138.0,41675.5,0.0,0.0,2.0
394,0.00375,9553.666666666664,41646.333333333336,0.24,0.2277,6.0
395,0.181875,-17577.991408934708,41820.00171821306,0.0,0.0,264.0
396,0.000625,-2675.5,41625.5,0.0,,1.0
397,0.003125,2369.5,41615.5,0.0,0.0,5.0
398,0.018125,-17903.08620689655,41685.84482758621,0.0,0.0,27.0
399,0.35,8323.65178571429,41214.517857142855,0.0179,0.0975,560.0
400,0.035625,8018.798245614038,41589.5350877193,0.0119,0.0472,57.0
401,0.005,-391.125,41534.875,0.0,0.0,8.0
402,0.04625,2607.2702702702736,41659.62162162162,0.0114,0.056,74.0
403,0.0025,5387.0,41563.0,0.45,0.4136,4.0
404,0.000625,9949.5,41550.5,1.0,,1.0
405,0.46,-16493.60461956522,41310.520380434784,0.0459,0.1713,736.0
406,0.003125,-3850.5,41525.5,0.0,0.0,5.0
407,0.00125,8924.5,41538.0,0.0,0.0,2.0
408,0.02125,13928.17647058823,41548.294117647056,0.0,0.0,34.0
409,0.0075,-15142.166666666668,41488.0,0.0,0.0,12.0
410,0.000625,-1925.5,41500.5,0.0,,1.0
411,0.000625,-1050.5,41500.5,0.0,,1.0
412,0.166875,11792.945692883892,41404.058052434455,0.5696,0.4704,267.0
413,0.000625,14224.5,41500.5,0.0,,1.0
414,0.3625,11116.09482758621,41202.612068965514,0.0765,0.2382,580.0
415,0.000625,7699.5,41450.5,0.0,,1.0
416,0.001875,-18092.166666666668,41433.833333333336,0.0,0.0,3.0
417,0.081875,-16035.041984732823,41551.454198473286,0.0598,0.2028,131.0
418,0.003125,6549.5,41425.5,0.0,0.0,5.0
419,0.006875,6949.5,41425.5,0.1891,0.2846,11.0
420,0.005,9349.5,41438.0,0.0,0.0,8.0
421,0.003125,3124.5,41400.5,0.6,0.5477,5.0
