region_id,geo_x,geo_y,area_km2,dist_from_centre_km,slope_mean_deg,slope_std_deg,slope_max_deg,roughness_mean_m,roughness_std_m,elev_mean_m,lola_valid_pct,shadow_fraction,shadow_std,dfsar_valid_pct,minirf_valid_pct,qualification_status
17,-141.87426900584978,45079.301169590646,0.106875,45.079,17.3815,2.9258,25.6888,15.91,0.814,-2843.0931,1.0,0.0,0.0,0.0,1.0,QUALIFIED
89,6105.210172744715,43861.20057581574,0.325625,44.2836,16.9701,3.3394,29.3742,14.9853,1.6968,-200.8888,1.0,0.0045,0.0419,1.0,1.0,QUALIFIED
122,-5710.533444816057,43871.57023411372,0.186875,44.2411,5.4274,3.527,21.3257,4.3964,3.2161,-3891.8919,1.0,1.0,0.0,0.0,1.0,QUALIFIED
123,-3357.1198224852124,43674.994575936886,1.2675,43.8033,10.5205,3.0869,25.419,9.2171,1.8901,-3575.3405,1.0,1.0,0.0,0.0,1.0,QUALIFIED
135,-6067.930555555555,43695.84722222222,0.225,44.1146,10.1411,3.435,19.2638,9.5475,2.7886,-3869.5239,1.0,1.0,0.0,0.0,1.0,QUALIFIED
169,-5700.386877828052,43399.93438914027,0.138125,43.7721,6.7318,4.1838,21.816,6.6845,3.8382,-3877.4711,1.0,1.0,0.0,0.0,1.0,QUALIFIED
210,10133.22881355932,43277.36440677966,0.184375,44.4475,15.6648,4.0091,26.8117,13.8643,2.8138,-572.7321,1.0,0.0507,0.2047,1.0,1.0,QUALIFIED
254,12680.028846153844,42787.08653846154,0.325,44.6261,16.1923,3.4981,28.2394,14.3405,2.2029,-552.879,1.0,0.0002,0.0035,1.0,1.0,QUALIFIED
270,11350.879310344826,42607.137931034486,0.18125,44.0928,6.2766,3.4999,20.6046,5.4607,2.6566,-310.3623,1.0,0.0052,0.0575,1.0,1.0,QUALIFIED
292,11560.303237858032,42806.78891656289,0.501875,44.3399,9.1139,2.8238,21.5889,8.0967,1.8137,-343.9464,1.0,0.0053,0.0566,1.0,1.0,QUALIFIED
298,8201.940147329653,42644.23848987109,0.339375,43.4254,15.2155,4.1122,27.4955,13.228,2.9341,-605.9663,1.0,0.0018,0.0342,1.0,1.0,QUALIFIED
362,11328.247433264893,41699.883983572894,0.304375,43.2109,5.4505,2.8561,16.6329,4.8213,2.8376,-300.8342,1.0,0.0137,0.0912,1.0,1.0,QUALIFIED
372,10602.79457364342,42080.151162790695,0.080625,43.395,12.4883,3.5392,23.5334,11.4077,1.7662,-446.9166,1.0,0.0,0.0,1.0,1.0,QUALIFIED
417,-16035.041984732825,41551.454198473286,0.081875,44.5375,13.6683,3.2817,22.3475,12.1763,2.7769,-824.8278,1.0,0.0598,0.2028,0.0,1.0,QUALIFIED
426,10238.209677419356,41388.8870967742,0.096875,42.636,13.4954,2.4177,19.9367,12.1806,1.6459,-408.7001,1.0,0.0,0.0,1.0,1.0,QUALIFIED
450,9250.436987584922,41776.37842586086,2.668125,42.7879,10.0405,4.1331,24.6503,8.6154,3.208,-526.4165,1.0,0.0165,0.11,1.0,1.0,QUALIFIED
493,3411.515503875969,40728.6007751938,0.080625,40.8708,16.453,3.2166,24.8368,14.9833,1.6661,-1125.454,1.0,1.0,0.0,1.0,1.0,QUALIFIED
500,8656.826007326003,40971.56227106227,0.170625,41.8757,4.6931,3.1575,14.8796,4.06,2.0445,-432.7842,1.0,0.0116,0.0752,1.0,1.0,QUALIFIED
501,12474.704081632648,40727.642857142855,0.153125,42.595,10.0486,4.3273,23.5136,8.734,2.7203,-253.6049,1.0,0.0193,0.1092,1.0,1.0,QUALIFIED
544,8764.9052443385,40507.085220500594,0.524375,41.4441,8.5305,4.2724,19.7924,7.5022,3.6913,-455.9466,1.0,0.0105,0.0823,1.0,1.0,QUALIFIED
557,3725.5989010989,40473.08241758242,0.284375,40.6437,11.2043,4.5794,22.6951,10.0042,2.645,-1202.7844,1.0,0.9497,0.1984,1.0,1.0,QUALIFIED
575,2376.929805615546,40258.49136069114,0.289375,40.3281,12.289,4.9473,29.6579,11.0543,3.8883,-1219.7548,1.0,0.055,0.1821,1.0,1.0,QUALIFIED
590,4466.57317073171,40136.06910569106,0.15375,40.3834,8.0543,4.3664,23.9752,7.4779,3.3839,-1330.7852,1.0,1.0,0.0,1.0,1.0,QUALIFIED
595,-1800.457627118638,40280.58474576271,0.36875,40.3203,14.6095,2.6932,24.3435,13.1487,1.1742,-2622.3555,1.0,0.0012,0.0236,0.0,1.0,QUALIFIED
622,-18587.960815047023,39786.706896551725,0.199375,43.914,16.2326,4.6412,28.1851,14.3334,2.3503,-1531.6721,1.0,0.0217,0.1244,1.0,1.0,QUALIFIED
642,-2388.5376344086035,39931.81720430108,0.34875,40.0027,18.2093,3.8205,28.3106,16.3864,3.3635,-2647.5809,1.0,0.0,0.0,0.0,1.0,QUALIFIED
646,10320.21428571429,39678.78571428571,0.21875,40.9986,6.5128,3.2297,17.7623,5.5252,2.3007,-455.0002,1.0,0.1435,0.3148,1.0,1.0,QUALIFIED
699,8819.950680272108,39399.05442176871,0.3675,40.3738,7.7274,4.5206,21.6938,6.4339,2.9477,-436.0203,1.0,0.0578,0.1996,1.0,1.0,QUALIFIED
701,14212.1893939394,39186.295454545456,0.0825,41.6837,8.196,3.2427,18.98,7.9439,2.4334,125.3576,1.0,0.0124,0.0942,1.0,1.0,QUALIFIED
703,12271.229651162786,39013.79941860465,0.215,40.8978,10.6016,3.6396,21.0857,9.5801,2.8124,-15.3451,1.0,0.0315,0.1534,0.813953,1.0,QUALIFIED
715,9409.156153050671,39060.76370217167,1.20875,40.1777,8.2002,4.1034,28.7172,6.7347,2.7217,-438.6342,1.0,0.107,0.2853,1.0,1.0,QUALIFIED
718,6923.136363636368,39908.0,0.9625,40.5036,17.4493,4.1434,29.3671,15.8434,3.2755,-977.0789,1.0,0.0031,0.0421,1.0,1.0,QUALIFIED
749,13372.71428571429,38733.23809523809,0.42,40.9764,6.336,4.5016,22.9052,5.3946,3.7138,116.0439,1.0,0.0363,0.1483,1.0,1.0,QUALIFIED
759,-3865.272727272728,38748.606060606064,0.0825,38.9404,3.7245,1.5531,9.4846,3.5836,1.1171,-2197.8891,1.0,0.1955,0.3416,0.0,1.0,QUALIFIED
766,-19382.98299319728,38874.64965986395,0.091875,43.4382,7.7229,4.0602,21.251,7.2059,2.393,-1773.0318,1.0,1.0,0.0,1.0,1.0,QUALIFIED
773,-20351.198324022345,38631.64525139665,0.111875,43.6637,8.5134,4.6268,20.4774,8.066,3.6998,-1810.2863,1.0,1.0,0.0,1.0,1.0,QUALIFIED
804,13632.895522388062,38475.96641791045,0.1675,40.8195,5.4189,3.0478,15.238,3.8922,1.6865,123.8049,1.0,0.193,0.3402,1.0,1.0,QUALIFIED
885,10219.03125,37972.375,0.08,39.323,9.3004,3.1462,16.4887,7.7202,1.4258,-280.4891,1.0,0.0103,0.0647,1.0,1.0,QUALIFIED
886,10748.209677419356,37789.34408602151,0.58125,39.2878,8.3474,4.0858,27.6607,6.8689,2.4265,-260.4191,1.0,0.0154,0.1041,0.069892,1.0,QUALIFIED
902,-19308.46296296296,37788.09259259259,0.16875,42.4347,6.8499,4.0584,21.7667,5.864,3.6745,-1797.0701,1.0,1.0,0.0,0.985185,1.0,QUALIFIED
910,-18970.7743902439,37647.45121951219,0.1025,42.1564,8.7085,3.7042,18.6185,7.0374,2.0301,-1813.0668,1.0,1.0,0.0,0.097561,1.0,QUALIFIED
914,11557.485151933704,37346.76208563536,1.81,39.0939,10.6846,4.2472,27.3891,9.135,2.8847,-138.3762,1.0,0.0044,0.0542,0.0,1.0,QUALIFIED
969,10127.78719723184,37610.79411764706,0.180625,38.9502,6.2226,3.5463,18.508,5.3675,1.9457,-239.5037,1.0,0.0728,0.2106,0.238754,1.0,QUALIFIED
977,7089.787769784176,37642.40647482014,0.17375,38.3039,7.3275,2.8885,14.4624,6.6947,1.9201,-630.9158,1.0,0.0475,0.1649,1.0,1.0,QUALIFIED
981,-2123.6164383561627,37592.62328767123,0.09125,37.652,18.2851,2.2563,25.7676,17.5438,1.9354,-1838.7729,1.0,0.0,0.0,0.910959,1.0,QUALIFIED
1002,-19765.17889908257,37261.62385321101,0.13625,42.1786,16.8277,4.186,29.8391,15.6283,2.2212,-1965.24,1.0,1.0,0.0,1.0,1.0,QUALIFIED
1047,2464.205882352937,37093.049019607846,0.159375,37.1743,4.3027,2.421,11.7223,3.8279,2.1245,-403.1106,1.0,0.0905,0.256,1.0,1.0,QUALIFIED
1048,6302.539832285118,36760.196016771486,0.59625,37.2962,13.6149,4.0311,25.798,12.0174,3.0074,-509.7106,1.0,0.0496,0.2036,1.0,1.0,QUALIFIED
1057,-17650.86525974026,36985.280844155845,0.385,40.9806,7.3916,4.1723,21.4083,6.7486,3.95,-1505.4709,1.0,0.1048,0.2545,0.0,1.0,QUALIFIED
1072,15008.67721518987,36991.32278481012,0.09875,39.9199,10.8015,4.875,20.2265,10.2089,3.9512,-49.6537,1.0,0.1486,0.3103,1.0,1.0,QUALIFIED
1076,9476.166666666664,36742.74489795919,0.459375,37.9447,9.8352,4.5429,24.0188,8.5543,3.1107,-53.2227,1.0,0.0054,0.0501,0.029932,1.0,QUALIFIED
1118,-21065.102272727272,36748.85227272727,0.275,42.3575,6.9991,3.843,22.4769,6.296,3.8811,-2348.3554,1.0,1.0,0.0,1.0,1.0,QUALIFIED
1124,11146.511494252874,36711.41954022989,0.271875,38.366,8.1227,3.7757,21.684,6.8475,2.4568,-128.5315,1.0,0.054,0.2033,0.0,1.0,QUALIFIED
1125,-20715.90404040404,36815.52525252525,0.12375,42.243,6.6069,3.5152,17.7773,6.756,3.3217,-2333.3895,1.0,1.0,0.0,1.0,1.0,QUALIFIED
1131,15024.232620320858,36586.46256684492,0.23375,39.5509,8.1017,4.2654,21.8649,7.951,3.9861,-30.3201,1.0,0.0354,0.1368,1.0,1.0,QUALIFIED
1133,-24768.31045751633,36139.797385620914,0.3825,43.812,8.5658,3.943,22.36,7.7627,3.0807,-1312.8916,1.0,0.0263,0.1276,1.0,1.0,QUALIFIED
1159,12855.984375,36758.703125,0.2,38.9417,7.9836,4.3258,27.5229,6.7757,2.4579,32.064,1.0,0.0301,0.1361,0.0,1.0,QUALIFIED
1173,3690.585271317832,36331.50775193799,0.080625,36.518,17.5471,3.1723,27.3166,15.795,1.5383,-292.1036,1.0,0.0,0.0,1.0,1.0,QUALIFIED
1191,12543.071428571437,36321.80952380953,0.13125,38.4263,4.4819,1.9974,9.3548,3.5978,1.173,52.9354,1.0,0.181,0.3362,0.0,1.0,QUALIFIED
1204,14652.22108843537,36151.35034013605,0.091875,39.0075,10.3306,4.5106,20.1632,9.7822,3.8232,-33.9812,1.0,0.0582,0.1953,1.0,1.0,QUALIFIED
1218,10035.257575757576,36381.66477272727,1.65,37.74,10.1135,4.7109,27.6972,8.7696,3.6583,-62.1295,1.0,0.0295,0.1356,0.005303,1.0,QUALIFIED
1237,-23272.77011494253,35843.45977011494,0.10875,42.7354,9.7723,2.0867,15.7082,8.4659,1.0165,-1421.951,1.0,0.0,0.0,1.0,1.0,QUALIFIED
1252,11244.515197568384,36293.828267477205,1.028125,37.9955,11.3303,4.707,27.5789,9.6169,3.6739,-60.9915,1.0,0.0405,0.1741,0.0,1.0,QUALIFIED
1262,12048.825726141084,35716.63070539419,0.90375,37.6939,9.8409,4.3452,25.7732,8.449,3.3684,-8.6165,1.0,0.0475,0.1788,0.0,1.0,QUALIFIED
1292,12682.788043478264,35516.158967391304,0.46,37.7124,9.3529,3.1188,19.7252,7.8659,2.1064,-0.3001,1.0,0.2167,0.3386,0.0,1.0,QUALIFIED
1320,7320.94351464435,35816.08577405858,0.149375,36.5563,9.4385,3.5627,20.3671,8.808,3.229,-594.7406,1.0,0.9446,0.2059,0.983264,1.0,QUALIFIED
1325,-27033.767228557263,34914.62989588498,1.260625,44.1565,11.7926,4.1636,27.4897,10.302,2.999,-1432.178,1.0,0.0588,0.2233,1.0,1.0,QUALIFIED
1337,-16054.987179487176,35378.86538461538,0.0975,38.8507,9.5628,4.9089,24.3157,8.6618,3.3396,-975.9956,1.0,0.1423,0.303,0.0,1.0,QUALIFIED
1398,-18564.812227074235,35333.513100436685,1.43125,39.9131,14.6342,4.399,28.5318,13.0377,3.2991,-1521.7904,1.0,0.0067,0.0674,0.0,1.0,QUALIFIED
1435,-17961.30910240202,35090.92351453856,0.494375,39.4199,15.1061,3.0889,24.5979,13.4546,1.4784,-1423.5891,1.0,0.0,0.0,0.0,1.0,QUALIFIED
1462,14253.5,34726.92857142857,0.109375,37.538,12.4728,4.1646,26.8937,10.931,2.5039,-188.8208,1.0,0.0629,0.1955,0.0,1.0,QUALIFIED
1532,312.2536231884078,34582.60144927536,0.215625,34.5835,5.0418,2.1992,15.4384,4.6375,1.7112,-623.9014,1.0,0.0878,0.2265,1.0,1.0,QUALIFIED
1567,3471.230769230773,34284.153846153844,0.08125,34.459,15.4933,3.7321,23.5275,13.9494,2.5059,-656.3397,1.0,0.8809,0.2727,1.0,1.0,QUALIFIED
1622,-22267.55426356589,33852.63178294574,0.080625,40.519,12.9704,4.7559,22.8223,9.3005,1.4603,-1330.9197,1.0,0.142,0.3097,0.635659,1.0,QUALIFIED
1632,-127.574898785424,34056.47165991903,0.92625,34.0562,8.743,4.3898,29.0287,7.3209,3.1401,-597.7079,1.0,0.0672,0.2197,1.0,1.0,QUALIFIED
1660,-29031.84796238245,33910.923197492164,0.199375,44.6401,6.2364,4.8964,24.0016,4.4942,2.7126,-1308.83,1.0,0.1263,0.2991,1.0,1.0,QUALIFIED
1695,-27392.924242424244,33199.76470588235,0.70125,43.0411,9.6925,3.8606,26.3363,8.1631,2.379,-1211.3407,1.0,0.0207,0.1182,1.0,1.0,QUALIFIED
1708,-858.327788649709,33506.126223091975,0.319375,33.5166,7.0943,3.7164,23.2115,6.0061,2.7168,-522.905,1.0,0.0512,0.1876,1.0,1.0,QUALIFIED
1742,-21143.113887660325,33110.37394957983,1.413125,39.2845,7.501,3.7628,28.6115,6.0898,2.0438,-1220.8308,1.0,0.0362,0.1596,0.0,1.0,QUALIFIED
1750,-22216.84615384616,33564.92307692308,0.14625,40.2509,10.1921,3.6787,20.8798,8.3814,1.5002,-1291.3304,1.0,0.0855,0.2429,0.123932,1.0,QUALIFIED
1757,-22852.73953261928,32882.19425511198,0.641875,40.0429,9.3756,4.5497,23.5373,7.4687,2.812,-1200.8258,1.0,0.1214,0.2709,0.359299,1.0,QUALIFIED
1771,-24559.33233532934,33166.21856287425,0.104375,41.2686,5.561,3.2565,14.1112,4.1364,1.5341,-1176.1868,1.0,0.1794,0.3212,1.0,1.0,QUALIFIED
1772,-23811.229991204928,33443.68381706245,0.710625,41.0536,9.7097,4.4393,23.5946,7.6868,2.5465,-1190.5251,1.0,0.1398,0.3012,1.0,1.0,QUALIFIED
1779,-26884.04271356784,33162.30904522613,0.124375,42.6899,7.0013,3.2007,16.2905,6.1866,2.5744,-1177.3258,1.0,0.1528,0.3074,1.0,1.0,QUALIFIED
1780,-22416.801546391755,33335.35824742268,0.2425,40.1709,8.1669,4.4276,23.961,6.0995,2.1566,-1260.2223,1.0,0.1645,0.3217,0.275773,1.0,QUALIFIED
1814,-17848.9375,32989.5625,0.08,37.5079,6.1327,3.0138,15.056,5.3505,2.0172,-1193.995,1.0,0.9541,0.1628,0.0,1.0,QUALIFIED
1845,2639.3773006134943,32772.27914110429,0.101875,32.8779,12.0454,2.6533,18.508,10.7663,1.4129,-947.6952,1.0,1.0,0.0,1.0,1.0,QUALIFIED
1861,731.770916334659,33000.71912350597,1.56875,33.0083,11.3155,4.8883,25.8185,9.876,3.8845,-545.1706,1.0,0.0721,0.227,1.0,1.0,QUALIFIED
1938,-19164.136363636364,32543.539772727272,0.11,37.7663,5.3589,2.9307,13.5432,4.5115,1.3976,-997.5216,1.0,0.1359,0.2963,0.0,1.0,QUALIFIED
1979,-25588.57339449541,32393.733944954125,0.13625,41.2804,9.7144,3.8667,19.3758,7.1259,1.6067,-1221.9338,1.0,0.8369,0.3353,1.0,1.0,QUALIFIED
1994,-29501.68043844857,32159.56408094435,0.370625,43.6409,11.6261,4.4588,29.5927,10.2635,3.4898,-1322.8471,1.0,0.0103,0.0703,1.0,1.0,QUALIFIED
1995,-27183.69672131148,32395.66393442623,0.190625,42.2892,9.2073,3.7252,18.9693,7.0207,1.7318,-1119.3697,1.0,0.0746,0.2321,1.0,1.0,QUALIFIED
2004,-21535.94776119403,32172.88805970149,0.08375,38.7148,8.4315,3.0949,17.2858,7.846,2.285,-1145.8248,1.0,0.0179,0.1018,0.0,1.0,QUALIFIED
2006,4101.5833333333285,32381.8286163522,0.3975,32.6401,7.6326,4.0056,20.2407,6.8106,3.2705,-1264.6079,1.0,1.0,0.0,0.339623,1.0,QUALIFIED
2015,-27927.60389610389,32449.00649350649,1.203125,42.8115,8.6952,3.5924,28.0655,7.4008,2.3994,-1218.6738,1.0,0.0352,0.1536,1.0,1.0,QUALIFIED
2046,-26088.47619047619,32024.904761904763,0.13125,41.3055,9.406,4.7661,21.1352,8.4215,3.222,-1174.2004,1.0,0.8065,0.3397,1.0,1.0,QUALIFIED
2169,30375.62940275652,31956.45329249617,0.81625,44.0896,15.3581,3.2694,26.381,13.7866,2.2543,-7424.1804,1.0,1.0,0.0,0.892802,1.0,QUALIFIED
2181,6638.806135913786,31158.9671211788,2.841875,31.858,15.715,3.4569,29.1634,13.956,2.4937,-1778.5843,1.0,1.0,0.0,0.0,1.0,QUALIFIED
2239,4425.189655172413,31519.465517241377,0.090625,31.8282,19.0689,2.5633,26.9478,17.0057,1.399,-1364.4607,1.0,1.0,0.0,0.0,1.0,QUALIFIED
2253,1146.4945355191303,31479.7349726776,0.114375,31.5001,5.8228,3.1747,16.9112,5.1305,2.3482,-873.5451,1.0,0.984,0.1018,1.0,1.0,QUALIFIED
2262,8846.75433526012,31351.65606936416,0.108125,32.5756,10.1557,3.5544,17.5363,9.3523,2.5126,-2002.6173,1.0,1.0,0.0,0.0,1.0,QUALIFIED
2271,1426.3115942028962,31365.17391304348,0.08625,31.3971,4.4242,2.3732,14.5647,3.6656,1.3213,-881.4223,1.0,0.998,0.0238,1.0,1.0,QUALIFIED
2275,11010.21428571429,31199.309523809527,0.21,33.0848,14.7757,3.2543,22.4002,13.0342,2.8687,-1983.39,1.0,1.0,0.0,0.0,1.0,QUALIFIED
2298,-25591.40909090909,31093.897129186604,0.653125,40.2703,10.9836,4.5445,27.6721,9.0287,2.8812,-1328.837,1.0,0.994,0.0626,1.0,1.0,QUALIFIED
2324,-19795.564205457464,31229.35232744784,0.389375,36.9741,8.0219,4.2081,23.0647,6.7504,2.5943,-926.8099,1.0,0.1172,0.3022,0.0,1.0,QUALIFIED
2350,8041.905063291138,30865.848101265823,0.09875,31.8959,11.7641,2.5761,17.7543,10.1338,1.2465,-2009.0076,1.0,1.0,0.0,0.0,1.0,QUALIFIED
2378,1058.8243243243269,31019.37387387388,0.346875,31.037,5.6665,3.5416,18.8775,4.6721,2.6993,-868.4288,1.0,0.864,0.3118,0.886486,1.0,QUALIFIED
2380,8878.996402877703,30726.57913669065,0.086875,31.9834,4.6122,2.0688,12.1011,3.8638,1.0918,-2076.663,1.0,1.0,0.0,0.0,1.0,QUALIFIED
2381,10444.196969696975,30853.330940988835,0.391875,32.5728,8.6117,4.5086,26.3853,6.6057,3.1574,-2027.7992,1.0,1.0,0.0,0.0,1.0,QUALIFIED
2382,11164.820665083142,30616.71140142518,0.52625,32.5886,7.3687,3.9588,24.5034,6.2479,2.7437,-2043.1352,1.0,1.0,0.0,0.0,1.0,QUALIFIED
2408,8434.541716328968,31014.95172824792,0.524375,32.141,9.7236,3.1791,23.0963,8.6925,2.2485,-2020.8572,1.0,1.0,0.0,0.0,1.0,QUALIFIED
2429,1621.6631205673766,30771.776595744683,0.088125,30.814,7.8792,4.6701,25.2012,7.4997,3.0353,-950.4255,1.0,0.9898,0.0535,0.0,1.0,QUALIFIED
2528,9591.39453125,30445.32421875,0.16,31.9201,6.171,3.1506,15.9481,5.1283,2.1029,-2061.1452,1.0,1.0,0.0,0.0,1.0,QUALIFIED
2529,11505.588560885612,30346.164206642068,0.169375,32.4538,6.7443,3.4717,21.0973,5.822,2.5892,-2059.805,1.0,1.0,0.0,0.0,1.0,QUALIFIED
2557,9102.3801843318,30044.62442396313,0.135625,31.3929,5.8999,4.0193,18.1943,4.6589,1.5982,-2084.9224,1.0,1.0,0.0,0.0,1.0,QUALIFIED
2594,5807.1433121019145,30082.34713375796,0.19625,30.6373,16.1051,4.0575,29.0424,14.4919,2.9016,-1840.7634,1.0,1.0,0.0,0.0,1.0,QUALIFIED
2595,8447.57692307693,29936.35164835165,0.11375,31.1051,8.7427,4.4704,23.1336,6.8855,2.1924,-2101.6547,1.0,1.0,0.0,0.0,1.0,QUALIFIED
2606,15560.550724637673,29909.557971014496,0.08625,33.715,6.9454,3.1201,16.317,7.0276,2.7619,-1051.4104,1.0,0.1687,0.3321,0.0,1.0,QUALIFIED
2607,15792.319148936163,30096.909574468085,0.1175,33.9883,6.8225,3.3541,15.2282,5.2868,2.1061,-1036.6668,1.0,0.1079,0.2542,0.0,1.0,QUALIFIED
2645,4358.039603960395,30153.42904290429,0.37875,30.4663,15.9935,3.6675,28.2418,14.1457,2.2174,-1538.5167,1.0,1.0,0.0,0.0,1.0,QUALIFIED
2672,8832.936213991772,29749.779835390946,0.151875,31.033,6.7197,4.3541,18.4553,4.9013,1.8818,-2094.9671,1.0,1.0,0.0,0.0,1.0,QUALIFIED
2686,9524.246835443031,30016.19620253165,0.246875,31.4907,8.3764,4.286,25.7687,6.3201,1.9333,-2084.4564,1.0,1.0,0.0,0.0,1.0,QUALIFIED
2721,12632.800970873788,29515.20873786408,0.321875,32.1048,7.3963,3.3063,23.3455,6.2588,1.7663,-2078.5836,1.0,1.0,0.0,0.0,1.0,QUALIFIED
2774,12074.357954545449,29606.25284090909,0.22,31.9735,6.5498,4.3335,23.4493,5.2724,3.5131,-2093.1851,1.0,1.0,0.0,0.0,1.0,QUALIFIED
2786,7523.693548387098,29407.274193548383,0.096875,30.3541,5.9714,2.7412,17.4207,5.1142,1.7017,-2157.4857,1.0,1.0,0.0,0.0,1.0,QUALIFIED
2793,9793.422018348618,29472.174311926603,0.2725,31.0564,8.6491,4.1982,25.597,7.2633,2.7378,-2083.6433,1.0,1.0,0.0,0.0,1.0,QUALIFIED
2804,9000.39820359282,29477.071856287424,0.20875,30.8202,5.1317,2.7439,16.3138,3.8111,1.3903,-2100.6264,1.0,1.0,0.0,0.0,1.0,QUALIFIED
2812,860.3669833729218,28997.649643705463,0.263125,29.0099,16.63,3.8147,28.8652,14.9371,3.0728,-641.9514,1.0,0.0007,0.0136,0.0,1.0,QUALIFIED
2848,12186.369747899167,29163.52521008403,0.14875,31.607,5.7248,4.7904,25.4925,5.9701,4.7997,-2095.4777,1.0,1.0,0.0,0.0,1.0,QUALIFIED
2853,491.4851380042455,29186.646496815287,0.294375,29.1903,8.0215,3.6186,19.3238,6.947,2.5617,-576.6419,1.0,0.0327,0.1343,0.0,1.0,QUALIFIED
2894,33900.035714285725,28968.35714285714,0.175,44.5913,14.1527,2.7506,23.0769,12.5381,1.251,-7706.3922,1.0,1.0,0.0,0.0,1.0,QUALIFIED
2924,9090.93081761006,29116.616352201258,0.19875,30.5025,6.9359,3.1795,16.5242,5.6521,1.6044,-2111.0336,1.0,1.0,0.0,0.0,1.0,QUALIFIED
2946,7103.210644677667,29115.45502248876,0.416875,29.969,7.5834,4.8741,23.1383,6.0224,3.0782,-2176.0519,1.0,1.0,0.0,0.0,1.0,QUALIFIED
2953,6249.346278317149,29458.598705501616,1.93125,30.1138,13.3705,4.7798,29.5534,11.6687,3.7096,-2053.6886,1.0,1.0,0.0,0.0,1.0,QUALIFIED
2954,6245.367052023117,28405.58670520231,0.540625,29.0837,9.4627,4.7957,27.7527,8.2087,4.0735,-2148.3484,1.0,1.0,0.0,0.0,1.0,QUALIFIED
2971,13339.606951871654,28577.23796791444,0.116875,31.5371,4.9348,2.5047,15.4791,4.1789,1.7469,-2130.2338,1.0,1.0,0.0,0.0,1.0,QUALIFIED
2986,8101.732142857145,28754.183035714286,0.14,29.8734,7.3473,4.0089,19.096,5.8578,2.0712,-2154.2193,1.0,1.0,0.0,0.0,1.0,QUALIFIED
2990,-11599.644811858612,28413.669897377426,0.548125,30.6895,13.8347,4.0557,25.6829,12.2526,3.1232,-3359.2063,1.0,1.0,0.0,1.0,1.0,QUALIFIED
3025,291.82456140350405,28856.530701754386,0.1425,28.8575,9.406,3.6931,18.6253,8.1962,2.5063,-586.686,1.0,0.1218,0.2851,0.0,1.0,QUALIFIED
3026,11088.179245283012,28732.84501347709,0.231875,30.7978,7.5674,4.7861,29.2695,6.5744,3.3893,-2132.9185,1.0,1.0,0.0,0.0,1.0,QUALIFIED
3039,8525.016224188788,28616.797935103245,0.211875,29.8593,6.1812,3.9173,19.8578,5.1775,2.9457,-2133.0041,1.0,1.0,0.0,0.0,1.0,QUALIFIED
3040,9822.20179372198,28594.89461883408,0.27875,30.2345,8.4584,4.9445,29.6176,6.3529,1.9959,-2116.3162,1.0,1.0,0.0,0.0,1.0,QUALIFIED
3055,-14138.49342105263,28250.171052631576,0.285,31.59,10.2771,2.8436,21.1586,9.5657,2.4036,-3359.6049,1.0,1.0,0.0,0.0,1.0,QUALIFIED
3091,11795.416666666664,28423.666666666664,0.1875,30.7737,6.4894,3.2301,21.0973,5.4184,1.7307,-2126.718,1.0,1.0,0.0,0.0,1.0,QUALIFIED
3107,16756.09722222222,28248.069444444445,0.09,32.8437,5.8646,2.6795,11.7852,5.4105,2.1401,-575.4472,1.0,0.0931,0.2634,0.0,1.0,QUALIFIED
3116,-12010.266584766585,28177.281326781325,0.254375,30.6295,14.3774,3.2944,26.1461,12.7323,1.8845,-3417.4161,1.0,1.0,0.0,1.0,1.0,QUALIFIED
3120,6482.9770114942585,28319.034482758623,0.10875,29.0512,5.9492,4.4234,22.2886,4.2163,1.9261,-2187.4699,1.0,1.0,0.0,0.0,1.0,QUALIFIED
3132,-456.2098765432093,28298.802469135804,0.10125,28.302,7.059,4.0211,19.2891,6.1408,3.0166,-495.3477,1.0,0.1356,0.276,0.0,1.0,QUALIFIED
3137,-10932.122516556294,28011.59271523179,0.094375,30.0686,6.0966,2.0836,14.4555,5.7764,1.0019,-3431.9626,1.0,1.0,0.0,1.0,1.0,QUALIFIED
3151,-24466.313648293963,28059.88320209974,0.238125,37.2277,9.1074,4.4649,22.2584,7.2966,2.5416,-1320.8933,1.0,0.8505,0.3277,0.0,1.0,QUALIFIED
3175,10495.65625,27905.125,0.5,29.8134,5.5114,3.5904,21.7158,3.5521,1.3293,-2141.2659,1.0,1.0,0.0,0.0,1.0,QUALIFIED
3184,13366.166666666664,27911.67647058824,0.159375,30.9468,5.6799,3.2615,18.62,5.4253,3.0643,-2128.1793,1.0,1.0,0.0,0.0,1.0,QUALIFIED
3202,8640.249730312833,27898.47734627832,0.579375,29.2055,6.8323,4.1577,22.723,5.0764,2.5661,-2129.9257,1.0,1.0,0.0,0.0,1.0,QUALIFIED
3215,-9963.123762376244,28070.219471947195,0.189375,29.7853,7.486,3.3757,25.1192,6.6427,2.1854,-3437.8261,1.0,1.0,0.0,1.0,1.0,QUALIFIED
3224,11608.8253968254,27725.103174603173,0.07875,30.0571,5.6161,4.0313,20.1839,5.2778,1.9185,-2129.5927,1.0,1.0,0.0,0.0,1.0,QUALIFIED
3248,12002.597587719298,27611.190789473683,0.57,30.1069,7.3865,4.3686,24.0292,5.0587,1.8564,-2151.1568,1.0,1.0,0.0,0.0,1.0,QUALIFIED
